,Month,Day,Year,Artist,Tour,Venue
0,Jan,15,2004,Deloris,,"The Tote Hotel, Melbourne, Australia"
0,Jan,15,2004,Dollar Bar,Journey to the Centre of Attention,"The Green Room, Melbourne, Australia"
0,Jan,15,2004,Evanescence,WORLD DOMINATION TOUR 2004,"Festival Hall, Melbourne, Australia"
0,Jan,15,2004,Nina Ferro,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,15,2004,Finger Eleven,Finger Eleven,"Festival Hall, Melbourne, Australia"
0,Jan,15,2004,Hi5,Come On and Party!,"The Besen Centre, Melbourne, Australia"
0,Jan,15,2004,Invivo,,"The Green Room, Melbourne, Australia"
0,Jan,15,2004,Mrs Pinkwhistle,,"The Green Room, Melbourne, Australia"
0,Jan,15,2004,Julie O'Hara,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,15,2004,Irwin Thomas,,"Evelyn Hotel, Melbourne, Australia"
0,Jan,11,2004,Reel Big Fish,,"The Hi-Fi, Melbourne, Australia"
0,Jan,11,2004,Axle Whitehead,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,10,2004,Colin Hay,,"Corner Hotel, Melbourne, Australia"
0,Jan,10,2004,The Moovin' & Groovin' Orchestra,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,10,2004,Phil K,,"Revolver Upstairs, Melbourne, Australia"
0,Jan,9,2004,Cotton Keays & Morris,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,9,2004,The Guild League,,"The Empress Hotel, Melbourne, Australia"
0,Jan,9,2004,Harry Manx,,"Corner Hotel, Melbourne, Australia"
0,Jan,9,2004,The Smallgoods,,"Evelyn Hotel, Melbourne, Australia"
0,Jan,7,2004,The Distillers,,"The Palace Complex, Melbourne, Australia"
0,Jan,7,2004,Queens of the Stone Age,Songs for the Deaf,"The Palace Complex, Melbourne, Australia"
0,Jan,7,2004,Turin Brakes,,"Corner Hotel, Melbourne, Australia"
0,Jan,6,2004,The Cruel Sea,,"Melbourne Convention and Exhibition Centre, Melbourne, Australia"
0,Jan,6,2004,The Distillers,,"Festival Hall, Melbourne, Australia"
0,Jan,6,2004,Queens of the Stone Age,Songs for the Deaf,"Festival Hall, Melbourne, Australia"
0,Jan,6,2004,Lucie Thorne,,"ABC Radio Melbourne, Melbourne, Australia"
0,Jan,3,2004,Babba,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,3,2004,Blacklist,,"The Green Room, Melbourne, Australia"
0,Jan,3,2004,The Meanies,,"The Green Room, Melbourne, Australia"
0,Jan,3,2004,Mustang,,"The Green Room, Melbourne, Australia"
0,Jan,3,2004,Sin City,,"The Green Room, Melbourne, Australia"
0,Jan,2,2004,Cockfight Shootout,,"The Tote Hotel, Melbourne, Australia"
0,Jan,2,2004,Interstater,,"The Tote Hotel, Melbourne, Australia"
0,Jan,2,2004,Sin City,,"The Tote Hotel, Melbourne, Australia"
0,Jan,2,2004,Bob Valentine,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,1,2004,The Cat Empire,The Cat Empire,"Corner Hotel, Melbourne, Australia"
0,Jan,1,2004,Gazoonga Attack,,"The Esplanade Hotel, Melbourne, Australia"
0,Jan,1,2004,Ozomatli,,"Corner Hotel, Melbourne, Australia"
0,Jan,1,2004,Craig Schneider,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Jan,1,2004,Sin City,,"The Esplanade Hotel, Melbourne, Australia"
0,Jan,1,2004,Six Ft Hick,,"The Esplanade Hotel, Melbourne, Australia"
0,Jan,1,2004,The Tremors,,"The Esplanade Hotel, Melbourne, Australia"
0,Jan,1,2004,David Williamson,,"Royal Melbourne Zoo, Melbourne, Australia"
0,Dec,31,2003,Bomba,,"Corner Hotel, Melbourne, Australia"
0,Dec,31,2003,The Cants,Extended Player,"The Esplanade Hotel, Melbourne, Australia"
0,Dec,31,2003,The Cat Empire,The Cat Empire Promo,"Federation Square, Melbourne, Australia"
0,Dec,31,2003,"Rebecca Barnard, Stephen Cummings & Shane O'Mara",,"The Rosstown Hotel, Melbourne, Australia"
0,Dec,31,2003,Sin City,,"The Esplanade Hotel, Melbourne, Australia"
0,Dec,26,2003,Geoff Achison,,"Corner Hotel, Melbourne, Australia"
0,Dec,26,2003,Chris Wilson,,"Corner Hotel, Melbourne, Australia"
0,Dec,24,2003,The Anyones,,"The Hi-Fi, Melbourne, Australia"
0,Dec,24,2003,The Cants,Extended Player,"The Hi-Fi, Melbourne, Australia"
0,Dec,24,2003,Dallas Crane,,"The Hi-Fi, Melbourne, Australia"
0,Dec,24,2003,Hi5,,"Sidney Myer Music Bowl, Melbourne, Australia"
0,Dec,24,2003,The Smallgoods,Listen to the Radio,"The Hi-Fi, Melbourne, Australia"
0,Dec,24,2003,Mick Thomas and The Sure Thing,,"Corner Hotel, Melbourne, Australia"
0,Dec,23,2003,The Casanovas,,"21st Century Dance Club, Melbourne, Australia"
0,Dec,23,2003,Dallas Crane,,"The Hi-Fi, Melbourne, Australia"
0,Dec,23,2003,Gyroscope,,"21st Century Dance Club, Melbourne, Australia"
0,Dec,23,2003,The Living End,Modern Artillery,"21st Century Dance Club, Melbourne, Australia"
0,Dec,23,2003,Mick Thomas and The Sure Thing,,"Corner Hotel, Melbourne, Australia"
0,Dec,22,2003,The Casanovas,,"Brass Monkey, Melbourne, Australia"
0,Dec,22,2003,Gyroscope,,"Brass Monkey, Melbourne, Australia"
0,Dec,22,2003,The Living End,Modern Artillery,"Brass Monkey, Melbourne, Australia"
0,Dec,21,2003,Mia Dyson,,"Corner Hotel, Melbourne, Australia"
0,Dec,21,2003,Barb Waters,,"Corner Hotel, Melbourne, Australia"
0,Dec,20,2003,Antiskeptic,,"Mooroolbark Community Centre, Melbourne, Australia"
0,Dec,20,2003,The Blackeyed Susans,,"Rob Roy Hotel, Melbourne, Australia"
0,Dec,20,2003,Clare Bowditch,,"Rob Roy Hotel, Melbourne, Australia"
0,Dec,20,2003,Machine Translations,,"Evelyn Hotel, Melbourne, Australia"
0,Dec,20,2003,Lisa Miller,,"Corner Hotel, Melbourne, Australia"
0,Dec,19,2003,Bird Blobs,,"First Floor, Melbourne, Australia"
0,Dec,19,2003,The Casanovas,,"The Palace Complex, Melbourne, Australia"
0,Dec,19,2003,The Church,Forget Yourself Tour,"Corner Hotel, Melbourne, Australia"
0,Dec,19,2003,Cut Copy,Future,"First Floor, Melbourne, Australia"
0,Dec,19,2003,Sally Dastey,,"Rob Roy Hotel, Melbourne, Australia"
0,Dec,19,2003,Gorgeous,Air Balloon,"Rob Roy Hotel, Melbourne, Australia"
0,Dec,19,2003,Gyroscope,,"The Palace Complex, Melbourne, Australia"
0,Dec,19,2003,Lakes,,"First Floor, Melbourne, Australia"
0,Dec,19,2003,The Living End,Modern Artillery,"The Palace Complex, Melbourne, Australia"
0,Dec,19,2003,Peeping Tom,,"The Green Room, Melbourne, Australia"
0,Dec,19,2003,Red Raku,,"Rob Roy Hotel, Melbourne, Australia"
0,Dec,19,2003,Mark Seymour,,"Shed 6, South Wharf, Melbourne, Australia"
0,Dec,18,2003,Addiction Sixtyfour,,"Duke of Windsor Hotel, Melbourne, Australia"
0,Dec,18,2003,The Casanovas,,"The Palace Complex, Melbourne, Australia"
0,Dec,18,2003,The Church,Forget Yourself Tour,"Nepean Hotel, Melbourne, Australia"
0,Dec,18,2003,Gersey,,"Nepean Hotel, Melbourne, Australia"
0,Dec,18,2003,Go You Huskies!,,"The Empress Hotel, Melbourne, Australia"
0,Dec,18,2003,Gyroscope,,"The Palace Complex, Melbourne, Australia"
0,Dec,18,2003,The Hovercrafts,,"The Empress Hotel, Melbourne, Australia"
0,Dec,18,2003,I Want a Hovercraft,,"The Empress Hotel, Melbourne, Australia"
0,Dec,18,2003,The Living End,Modern Artillery,"The Palace Complex, Melbourne, Australia"
0,Dec,18,2003,Tamas Wells,,"The Empress Hotel, Melbourne, Australia"
0,Dec,18,2003,mclusky,,"The Tote Hotel, Melbourne, Australia"
0,Dec,17,2003,Addiction Sixtyfour,,"Duke of Windsor Hotel, Melbourne, Australia"
0,Dec,17,2003,Christina Aguilera,The Stripped Tour,"Rod Laver Arena, Melbourne, Australia"
0,Dec,17,2003,Anthony Atkinson,,"Rob Roy Hotel, Melbourne, Australia"
0,Dec,17,2003,Buck 65,,"Corner Hotel, Melbourne, Australia"
0,Dec,17,2003,The Guild League,,"Rob Roy Hotel, Melbourne, Australia"
0,Dec,17,2003,Ruck Rover,,"Rob Roy Hotel, Melbourne, Australia"
0,Dec,17,2003,mclusky,,"The Tote Hotel, Melbourne, Australia"
0,Dec,16,2003,Naughty by Nature,,"Metro Nightclub, Melbourne, Australia"
0,Dec,14,2003,Antiskeptic,,"Arboreteum, Melbourne, Australia"
0,Dec,14,2003,Līve,,"Sports & Entertainment Centre, Melbourne, Australia"
0,Dec,14,2003,Lucie Thorne,,"Pony, Melbourne, Australia"
0,Dec,13,2003,Stephen Cummings,,"Cornish Arms, Melbourne, Australia"
0,Dec,13,2003,Daysend,,"The Hi-Fi, Melbourne, Australia"
0,Dec,13,2003,Frankenbok,,"The Hi-Fi, Melbourne, Australia"
0,Dec,13,2003,Gersey,,"Corner Hotel, Melbourne, Australia"
0,Dec,13,2003,Līve,,"Rod Laver Arena, Melbourne, Australia"
0,Dec,13,2003,The Morning After Girls,,"Corner Hotel, Melbourne, Australia"
0,Dec,13,2003,Train,,"Rod Laver Arena, Melbourne, Australia"
0,Dec,12,2003,Christina Aguilera,The Stripped Tour,"Rod Laver Arena, Melbourne, Australia"
0,Dec,12,2003,The Brown Hornet,,"Corner Hotel, Melbourne, Australia"
0,Dec,12,2003,Cypress Hill,,"Metro Nightclub, Melbourne, Australia"
0,Dec,12,2003,Hilltop Hoods,,"Metro Nightclub, Melbourne, Australia"
0,Dec,12,2003,Melvins,Hostile Ambient Takeover,"The Palace Complex, Melbourne, Australia"
0,Dec,12,2003,Mindsnare,,"The Arthouse, Melbourne, Australia"
0,Dec,12,2003,Muzzy Pep,Lilt to Starboard,"Duke of Windsor Hotel, Melbourne, Australia"
0,Dec,12,2003,Pablo Discobar,,"Corner Hotel, Melbourne, Australia"
0,Dec,12,2003,Pre_Shrunk,,"Corner Hotel, Melbourne, Australia"
0,Dec,12,2003,Sonic Animation,Freaky Highway,"Revolver Upstairs, Melbourne, Australia"
0,Dec,12,2003,Spod,,"Revolver Upstairs, Melbourne, Australia"
0,Dec,12,2003,Velure,,"Corner Hotel, Melbourne, Australia"
0,Dec,11,2003,Christina Aguilera,The Stripped Tour,"Rod Laver Arena, Melbourne, Australia"
0,Dec,11,2003,The Cat Empire,The Cat Empire,"Gertrude's Brown Couch, Melbourne, Australia"
0,Dec,11,2003,Fantômas,2003 Australian Ipecac Geek Show Tour,"The Palace Complex, Melbourne, Australia"
0,Dec,11,2003,Gus and Frank,,"Corner Hotel, Melbourne, Australia"
0,Dec,11,2003,Melvins,Hostile Ambient Takeover,"The Palace Complex, Melbourne, Australia"
0,Dec,11,2003,Muzzy Pep,Lilt to Starboard,"The Esplanade Hotel, Melbourne, Australia"
0,Dec,11,2003,Tomahawk,2003 Australian Ipecac Geek Show Tour,"The Palace Complex, Melbourne, Australia"
0,Dec,10,2003,Duran Duran,,"Telstra Dome, Melbourne, Australia"
0,Dec,10,2003,Iron & Wine,,"Corner Hotel, Melbourne, Australia"
0,Dec,10,2003,Machine Gun Fellatio,,"Telstra Dome, Melbourne, Australia"
0,Dec,10,2003,Melvins,Hostile Ambient Takeover,"Ding Dong Lounge, Melbourne, Australia"
0,Dec,10,2003,The Shins,,"Corner Hotel, Melbourne, Australia"
0,Dec,10,2003,Robbie Williams,Aussie Typo,"Telstra Dome, Melbourne, Australia"
0,Dec,9,2003,Duran Duran,2003-2004 Reunion Tour,"Metro Nightclub, Melbourne, Australia"
0,Dec,9,2003,The Wiggles,"Lights, Camera, Action!","Vodafone Arena, Melbourne, Australia"
0,Dec,9,2003,The Wiggles,"Lights, Camera, Action!","Vodafone Arena, Melbourne, Australia"
0,Dec,9,2003,The Wiggles,"Lights, Camera, Action!","Vodafone Arena, Melbourne, Australia"
0,Dec,8,2003,The Wiggles,"Lights, Camera, Action!","Vodafone Arena, Melbourne, Australia"
0,Dec,8,2003,The Wiggles,"Lights, Camera, Action!","Vodafone Arena, Melbourne, Australia"
0,Dec,8,2003,The Wiggles,"Lights, Camera, Action!","Vodafone Arena, Melbourne, Australia"
0,Dec,7,2003,Beasts of Bourbon,,"Corner Hotel, Melbourne, Australia"
0,Dec,7,2003,John Butler Trio,Living,"Rod Laver Arena, Melbourne, Australia"
0,Dec,7,2003,Nick Cave & the Bad Seeds,Nocturama,"Sidney Myer Music Bowl, Melbourne, Australia"
0,Dec,7,2003,The Cyclones,,"Pony, Melbourne, Australia"
0,Dec,7,2003,The Daybridges,I Want You,"Pony, Melbourne, Australia"
0,Dec,7,2003,The Drones,,"Corner Hotel, Melbourne, Australia"
0,Dec,7,2003,Rowland S. Howard,,"Corner Hotel, Melbourne, Australia"
0,Dec,7,2003,Powderfinger,Live on Vulture Street,"Rod Laver Arena, Melbourne, Australia"
0,Dec,7,2003,The Tremors,,"Rod Laver Arena, Melbourne, Australia"
0,Dec,6,2003,Beasts of Bourbon,,"Corner Hotel, Melbourne, Australia"
0,Dec,6,2003,Bluebottle Kiss,Come Across,"Evelyn Hotel, Melbourne, Australia"
0,Dec,6,2003,The Bluehouse,,"Corner Hotel, Melbourne, Australia"
0,Dec,6,2003,John Butler Trio,Living,"Rod Laver Arena, Melbourne, Australia"
0,Dec,6,2003,The Daybridges,I Want You,"The Esplanade Hotel, Melbourne, Australia"
0,Dec,6,2003,The Drones,,"Corner Hotel, Melbourne, Australia"
0,Dec,6,2003,Rowland S. Howard,,"Corner Hotel, Melbourne, Australia"
0,Dec,6,2003,Powderfinger,Live on Vulture Street,"Rod Laver Arena, Melbourne, Australia"
0,Dec,6,2003,Zan Rowe,,"Corner Hotel, Melbourne, Australia"
0,Dec,6,2003,Mark Seymour,,"Cornish Arms, Melbourne, Australia"
0,Dec,6,2003,The Tremors,,"The Esplanade Hotel, Melbourne, Australia"
0,Dec,6,2003,The Tremors,,"Rod Laver Arena, Melbourne, Australia"
0,Dec,5,2003,50 Cent,,"Rod Laver Arena, Melbourne, Australia"
0,Dec,5,2003,Beasts of Bourbon,,"Corner Hotel, Melbourne, Australia"
0,Dec,5,2003,Charlton Hill,Changing Tides Tour 2003,"The Esplanade Hotel, Melbourne, Australia"
0,Dec,5,2003,The Kamikaze Trio,,"Corner Hotel, Melbourne, Australia"
0,Dec,5,2003,Richie and The Creeps,,"Corner Hotel, Melbourne, Australia"
0,Dec,5,2003,Obie Trice,,"Rod Laver Arena, Melbourne, Australia"
0,Dec,4,2003,Beasts of Bourbon,,"Corner Hotel, Melbourne, Australia"
0,Dec,4,2003,The Cat Empire,The Cat Empire,"Bennetts Lane Jazz Club, Melbourne, Australia"
0,Dec,4,2003,Charlton Hill,Changing Tides Tour 2003,"The Empress Hotel, Melbourne, Australia"
0,Dec,4,2003,The Daybridges,I Want You,"Duke of Windsor Hotel, Melbourne, Australia"
0,Dec,4,2003,Her Majesty’s Finest,,"Duke of Windsor Hotel, Melbourne, Australia"
0,Dec,4,2003,Jessica Paige,,"Corner Hotel, Melbourne, Australia"
0,Dec,4,2003,Norah Jones,,"Melbourne Concert Hall, Melbourne, Australia"
0,Dec,4,2003,Phoebe's Dream,,"Corner Hotel, Melbourne, Australia"
0,Dec,4,2003,Chubby Rae & The Elevators,,"Corner Hotel, Melbourne, Australia"
0,Dec,4,2003,Ross Ryan,,"Corner Hotel, Melbourne, Australia"
0,Dec,4,2003,Sam See,,"Corner Hotel, Melbourne, Australia"
0,Dec,4,2003,Ross Wilson,,"Corner Hotel, Melbourne, Australia"
0,Dec,2,2003,Missy Higgins,,"BMW Edge Theatre, Melbourne, Australia"
0,Dec,2,2003,Something for Kate,Non-Fiction Tour,"The Prince of Wales, Melbourne, Australia"
0,Dec,2,2003,george,,"BMW Edge Theatre, Melbourne, Australia"
0,Dec,1,2003,Missy Higgins,,"BMW Edge Theatre, Melbourne, Australia"
0,Dec,1,2003,Mark Seymour,,"Federation Square, Melbourne, Australia"
0,Dec,1,2003,george,,"BMW Edge Theatre, Melbourne, Australia"
0,Nov,30,2003,David Bridie,,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,30,2003,Folding for Air,,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,30,2003,Mid-State Orange,,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,30,2003,Rose Tattoo,,"Corner Hotel, Melbourne, Australia"
0,Nov,30,2003,Matt Walker & The Necessary Few,,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,29,2003,Joan Armatrading,2003 Australian Tour,"Rochford Winery, Coldstream, Australia"
0,Nov,29,2003,Charles Foster Kane,,"Front Bar, The Esplanade Hotel, Melbourne, Australia"
0,Nov,29,2003,Deborah Conway & Willy Zygier,,"Rochford Winery, Coldstream, Australia"
0,Nov,29,2003,The Fauves,,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,Nov,29,2003,Jimmy Little,,"Cornish Arms, Melbourne, Australia"
0,Nov,29,2003,Mach Pelican,,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,Nov,29,2003,Machine Gun Fellatio,,"Corner Hotel, Melbourne, Australia"
0,Nov,29,2003,Pre_Shrunk,,"Corner Hotel, Melbourne, Australia"
0,Nov,29,2003,Boz Scaggs,,"Rochford Winery, Coldstream, Australia"
0,Nov,29,2003,Second Dan,,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,Nov,29,2003,Slavetrader,,"Front Bar, The Esplanade Hotel, Melbourne, Australia"
0,Nov,29,2003,The Specimens,,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,Nov,29,2003,The Tree Tops,,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,Nov,28,2003,B(if)tek,,"Public Office, Melbourne, Australia"
0,Nov,28,2003,Damaged,,"The Palace Complex, Melbourne, Australia"
0,Nov,28,2003,The Emergency,,"Public Office, Melbourne, Australia"
0,Nov,28,2003,GB3,,"Evelyn Hotel, Melbourne, Australia"
0,Nov,28,2003,Machine Gun Fellatio,,"Corner Hotel, Melbourne, Australia"
0,Nov,28,2003,DJ Mars,,"Public Office, Melbourne, Australia"
0,Nov,28,2003,The Morning After Girls,,"Evelyn Hotel, Melbourne, Australia"
0,Nov,28,2003,Philippa Nihill,,"Evelyn Hotel, Melbourne, Australia"
0,Nov,28,2003,Pre_Shrunk,,"Corner Hotel, Melbourne, Australia"
0,Nov,28,2003,Sepultura,Roorback,"The Palace Complex, Melbourne, Australia"
0,Nov,28,2003,DJ Toupee,,"Public Office, Melbourne, Australia"
0,Nov,28,2003,The Whitlams,Torching the Moon Tour,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,Nov,27,2003,ELF,,"The Night Cat, Melbourne, Australia"
0,Nov,27,2003,Machine Gun Fellatio,,"Nepean Hotel, Melbourne, Australia"
0,Nov,27,2003,Pre_Shrunk,,"Nepean Hotel, Melbourne, Australia"
0,Nov,27,2003,Savier,,"The Night Cat, Melbourne, Australia"
0,Nov,27,2003,Symbiotic,,"The Night Cat, Melbourne, Australia"
0,Nov,27,2003,TZU,,"The Night Cat, Melbourne, Australia"
0,Nov,26,2003,Bondi Cigars,,"Corner Hotel, Melbourne, Australia"
0,Nov,26,2003,Ash Grunwald,,"Corner Hotel, Melbourne, Australia"
0,Nov,26,2003,Plow,,"Revolver Upstairs, Melbourne, Australia"
0,Nov,26,2003,Splinta,,"Revolver Upstairs, Melbourne, Australia"
0,Nov,26,2003,Tension,,"Revolver Upstairs, Melbourne, Australia"
0,Nov,25,2003,The Cat Empire,The Cat Empire Promo,"Rove Live, Melbourne, Australia"
0,Nov,23,2003,Custom Kings,,"Corner Hotel, Melbourne, Australia"
0,Nov,23,2003,Fur,,"Ding Dong Lounge, Melbourne, Australia"
0,Nov,23,2003,Killing Joke,,"The Hi-Fi, Melbourne, Australia"
0,Nov,23,2003,Xavier Rudd,,"Corner Hotel, Melbourne, Australia"
0,Nov,23,2003,Kelley Stoltz,Australian Tour 2003,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,23,2003,Kelley Stoltz,Australian Tour 2003,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,23,2003,Super Furry Animals,Phantom Power,"The Prince of Wales, Melbourne, Australia"
0,Nov,22,2003,The Amazons,,"The Tote Hotel, Melbourne, Australia"
0,Nov,22,2003,Jello Biafra,,"Her Majesty's Theatre, Melbourne, Australia"
0,Nov,22,2003,The City Lights,,"Duke of Windsor Hotel, Melbourne, Australia"
0,Nov,22,2003,Max,,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,22,2003,Jess McAvoy,,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,22,2003,The Mystaken,,"The Tote Hotel, Melbourne, Australia"
0,Nov,22,2003,The Suits,,"Duke of Windsor Hotel, Melbourne, Australia"
0,Nov,22,2003,Lucie Thorne,,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,22,2003,Neil Young & Crazy Horse,Greendale,"Sidney Myer Music Bowl, Melbourne, Australia"
0,Nov,22,2003,Youth Group,Shadowland,"Duke of Windsor Hotel, Melbourne, Australia"
0,Nov,21,2003,Absinthe,,"The Green Room, Melbourne, Australia"
0,Nov,21,2003,Baby Machine,,"The Arthouse, Melbourne, Australia"
0,Nov,21,2003,Bitchslap,,"The Green Room, Melbourne, Australia"
0,Nov,21,2003,Breakfast of Champions,,"Pony, Melbourne, Australia"
0,Nov,21,2003,The Cat Empire,The Cat Empire,"The Prince of Wales, Melbourne, Australia"
0,Nov,21,2003,Cog,,"Metro Nightclub, Melbourne, Australia"
0,Nov,21,2003,Deloris,,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,21,2003,Rose Turtle Ertler,,"Pony, Melbourne, Australia"
0,Nov,21,2003,Razel,,"The Arthouse, Melbourne, Australia"
0,Nov,21,2003,Terra Firma,,"The Arthouse, Melbourne, Australia"
0,Nov,21,2003,Treetops,,"The Tote Hotel, Melbourne, Australia"
0,Nov,21,2003,Youth Group,Shadowland,"The Tote Hotel, Melbourne, Australia"
0,Nov,20,2003,Belters★,,"Revolver Upstairs, Melbourne, Australia"
0,Nov,20,2003,The Cat Empire,The Cat Empire,"The Prince of Wales, Melbourne, Australia"
0,Nov,20,2003,The City Lights,,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,20,2003,The Coolies,,"Revolver Upstairs, Melbourne, Australia"
0,Nov,20,2003,El Horizonte,,"Pelican Bar, Melbourne, Australia"
0,Nov,20,2003,Wendy-O Matik,,"Revolver Upstairs, Melbourne, Australia"
0,Nov,20,2003,Origami,,"Revolver Upstairs, Melbourne, Australia"
0,Nov,20,2003,The Smallgoods,Listen to the Radio,"Corner Hotel, Melbourne, Australia"
0,Nov,20,2003,Spazzys,,"Pelican Bar, Melbourne, Australia"
0,Nov,20,2003,Warped,Quicker Ways to Tour,"Pelican Bar, Melbourne, Australia"
0,Nov,20,2003,Youth Group,Shadowland,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,16,2003,John Butler Trio,Living,"The Hi-Fi, Melbourne, Australia"
0,Nov,16,2003,Even,,"The Hi-Fi, Melbourne, Australia"
0,Nov,16,2003,The Frames,,"Corner Hotel, Melbourne, Australia"
0,Nov,16,2003,Mick Hart,,"The Hi-Fi, Melbourne, Australia"
0,Nov,16,2003,Kelley Stoltz,Australian Tour 2003,"Rob Roy Hotel, Melbourne, Australia"
0,Nov,16,2003,Tone Orange,Heavy Handed,"The Esplanade Hotel, Melbourne, Australia"
0,Nov,15,2003,Tina Arena,An Evening with Tina Arena,"Her Majesty's Theatre, Melbourne, Australia"
0,Nov,15,2003,Stephen Cummings,,"The Rosstown Hotel, Melbourne, Australia"
0,Nov,15,2003,Kelley Stoltz,Australian Tour 2003,"Ding Dong Lounge, Melbourne, Australia"
0,Nov,15,2003,Tone Orange,Heavy Handed,"Armadale Hotel, Melbourne, Australia"
0,Nov,14,2003,Tina Arena,An Evening with Tina Arena,"Her Majesty's Theatre, Melbourne, Australia"
0,Nov,14,2003,The Beautiful Girls,,"Corner Hotel, Melbourne, Australia"
0,Nov,14,2003,Echo & the Bunnymen,,"The Prince of Wales, Melbourne, Australia"
0,Nov,14,2003,The Genes,,"The Public Bar, Melbourne, Australia"
0,Nov,14,2003,Groundswell,,"The Public Bar, Melbourne, Australia"
0,Nov,14,2003,The Restless,,"The Public Bar, Melbourne, Australia"
0,Nov,13,2003,Bird Blobs,,"Corner Hotel, Melbourne, Australia"
0,Nov,13,2003,Ground Components,Ground Components EP,"Corner Hotel, Melbourne, Australia"
0,Nov,13,2003,Kelley Stoltz,Australian Tour 2003,"The Prince Hotel, Melbourne, Australia"
0,Nov,12,2003,Hi5,Come On and Party!,"Robert Blackwood Hall, Monash University, Mornington, Australia"
0,Nov,12,2003,The Proclaimers,,"Malthouse Theatre, Melbourne, Australia"
0,Nov,11,2003,Hi5,Come On and Party!,"Robert Blackwood Hall, Monash University, Mornington, Australia"
0,Nov,10,2003,1927,Here and Now,"Rod Laver Arena, Melbourne, Australia"
0,Nov,10,2003,Belinda Carlisle,Here and Now,"Rod Laver Arena, Melbourne, Australia"
0,Nov,10,2003,Go West,Here and Now,"Rod Laver Arena, Melbourne, Australia"
0,Nov,10,2003,The Human League,Here and Now,"Rod Laver Arena, Melbourne, Australia"
0,Nov,10,2003,Mondo Rock,Here and Now,"Rod Laver Arena, Melbourne, Australia"
0,Nov,10,2003,Kim Wilde,Here and Now,"Rod Laver Arena, Melbourne, Australia"
0,Nov,10,2003,Paul Young,Here and Now,"Rod Laver Arena, Melbourne, Australia"
0,Nov,8,2003,Cut Copy,,"Ding Dong Lounge, Melbourne, Australia"
0,Nov,8,2003,Spod,Taste the Radness,"Ding Dong Lounge, Melbourne, Australia"
0,Nov,7,2003,Bluejuice,,"Revolver Upstairs, Melbourne, Australia"
0,Nov,7,2003,El Horizonte,,"Corner Hotel, Melbourne, Australia"
0,Nov,7,2003,Paul Kelly,2003 November Australian Tour,"The Prince of Wales, Melbourne, Australia"
0,Nov,7,2003,Spazzys,,"Corner Hotel, Melbourne, Australia"
0,Nov,7,2003,Spod,Taste the Radness,"Corner Hotel, Melbourne, Australia"
0,Nov,7,2003,Warped,Quicker Ways to Tour,"Corner Hotel, Melbourne, Australia"
0,Nov,6,2003,Paul Kelly,2003 November Australian Tour,"The Prince of Wales, Melbourne, Australia"
0,Nov,5,2003,Birtles Shorrock Goble,,"Roy & HG - The Carnival, Melbourne, Australia"
0,Nov,5,2003,Jess McAvoy,,"Marquis of Lorne, Melbourne, Australia"
0,Nov,5,2003,Jess McAvoy,,"Marquis of Lorne, Melbourne, Australia"
0,Nov,4,2003,Area-7,,"Moorabbin Town Hall, Melbourne, Australia"
0,Nov,4,2003,Tim Freedman,,"Flemington Racecourse, Melbourne, Australia"
0,Nov,4,2003,Pre_Shrunk,,"Moorabbin Town Hall, Melbourne, Australia"
0,Nov,3,2003,Gerling,,"Corner Hotel, Melbourne, Australia"
0,Nov,3,2003,Shihad,,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,Nov,3,2003,You Am I,,"The Prince of Wales, Melbourne, Australia"
0,Nov,2,2003,The Cat Empire,The Cat Empire,"The Spiegeltent, Melbourne, Australia"
0,Nov,1,2003,10cc,Australian Tour 2003,"Unknown Venue, Melbourne, Australia"
0,Nov,1,2003,Craig David,Slicker Than Your Average,"Rod Laver Arena, Melbourne, Australia"
0,Nov,1,2003,Tim Freedman,,"Flemington Racecourse, Melbourne, Australia"
