address_prompt,location,point,latitude2,longitude2,altitude2
"Uplands Gallery, Prahran, VIC",,,,,
"State Library of Queensland, South Brisbane, QLD","State Library of Queensland, Stanley Place, South Bank, South Brisbane, Greater Brisbane, Queensland, 4101, Australia","(-27.4711996, 153.01813604491488, 0.0)",-27.4711996,153.01813604491488,0.0
"Canberra Contemporary Artspace, Manuka, Canberra, ACT",,,,,
"Queensland Artists of Fame and Promise, Brisbane, QLD",,,,,
"Johnstone Gallery, Brisbane, QLD",,,,,
"Melbourne , Vic.","Melbourne, City of Melbourne, Victoria, Australia","(-37.8142176, 144.9631608, 0.0)",-37.8142176,144.9631608,0.0
Minneapolis ,"Minneapolis, Hennepin County, Minnesota, United States","(44.9772995, -93.2654692, 0.0)",44.9772995,-93.2654692,0.0
"Australian Centre for Photography, Paddington, Sydney, NSW",,,,,
Poznan,"Poznań, powiat poznański, województwo wielkopolskie, Polska","(52.4006632, 16.91973259178088, 0.0)",52.4006632,16.91973259178088,0.0
London,"London, Greater London, England, United Kingdom","(51.5073359, -0.12765, 0.0)",51.5073359,-0.12765,0.0
Bournemouth,"Bournemouth, Bournemouth, Christchurch and Poole, England, BH2 6EG, United Kingdom","(50.720097, -1.8799272, 0.0)",50.720097,-1.8799272,0.0
"Faculty of Arts and Design, Monash University, Caulfield East, VIC",,,,,
"Southbank, Brisbane","Southbank Cineplex, 167, Grey Street, South Bank, South Brisbane, Greater Brisbane, Queensland, 4101, Australia","(-27.4787276, 153.0214332, 0.0)",-27.4787276,153.0214332,0.0
"Linz, Austria","Linz, Oberösterreich, Österreich","(48.3059078, 14.286198, 0.0)",48.3059078,14.286198,0.0
"Darlinghurst, New South Wales","Darlinghurst, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia","(-33.8783381, 151.219225, 0.0)",-33.8783381,151.219225,0.0
Byron Bay,"Byron Bay, Byron Shire Council, New South Wales, 2481, Australia","(-28.6483333, 153.6177778, 0.0)",-28.6483333,153.6177778,0.0
"Chippendale, NSW","Chippendale, Sydney, Council of the City of Sydney, New South Wales, 2008, Australia","(-33.8863291, 151.1998211, 0.0)",-33.8863291,151.1998211,0.0
"Trinity College, Dublin, Ireland","Trinity College, College Green, Mansion House A Ward 1986, Dublin, County Dublin, Leinster, D02 VR66, Éire / Ireland","(53.3444162, -6.2589561, 0.0)",53.3444162,-6.2589561,0.0
Auckland,"Auckland, Waitematā, Auckland, 1010, New Zealand/Aotearoa","(-36.852095, 174.7631803, 0.0)",-36.852095,174.7631803,0.0
"Castlemaine, Victoria","Castlemaine, Shire of Mount Alexander, Victoria, 3450, Australia","(-37.0664778, 144.2200032, 0.0)",-37.0664778,144.2200032,0.0
Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia","(-33.8698439, 151.2082848, 0.0)",-33.8698439,151.2082848,0.0
"Performance Space Gallery, Sydney, NSW",,,,,
Toowoomba,"Toowoomba, Queensland, 4350, Australia","(-27.5610193, 151.953351, 0.0)",-27.5610193,151.953351,0.0
"Chauvel Cinema, Sydney, Australia","Chauvel Cinema, Oatley Road, Five Ways, Paddington, Sydney, Council of the City of Sydney, New South Wales, 2021, Australia","(-33.8853436, 151.2259706, 0.0)",-33.8853436,151.2259706,0.0
"Gallery 4A Asia-Australia Art Centre, Chinatown, Sydney, NSW",,,,,
"James Cook University, Townsville","James Cook University, 1, James Cook Drive, Douglas, Townsville, Townsville City, Queensland, 4811, Australia","(-19.328961800000002, 146.75664498994468, 0.0)",-19.328961800000002,146.75664498994468,0.0
"Chesser Gallery, Adelaide, SA",,,,,
"Club Foote Gallery, Adelaide, SA",,,,,
"Freemantle Arts Centre, Fremantle, WA",,,,,
"Port Adelaide, SA","Port Adelaide, Adelaide, City of Port Adelaide Enfield, South Australia, 5015, Australia","(-34.8342755, 138.5123548, 0.0)",-34.8342755,138.5123548,0.0
"South Australian School of Art, Adelaide, SA",,,,,
"Libby Edwards Gallery, Melbourne, Vic.",,,,,
5 rue Curial ,"5, Rue Curial, Paris 19e Arrondissement, Paris, Quartier de la Villette, Paris, Île-de-France, France métropolitaine, 75019, France","(48.8899756, 2.3715165, 0.0)",48.8899756,2.3715165,0.0
"Firstdraft, Sydney, NSW",,,,,
"35-37 Castella Street 
Lilydale 3140 
Victoria
","Yarra Ranges Regional Museum, 35-37, Castella Street, Lilydale, Melbourne, Shire of Yarra Ranges, Victoria, 3140, Australia","(-37.7558212, 145.3535324, 0.0)",-37.7558212,145.3535324,0.0
"Brisbane, QLD. ","Brisbane City, Queensland, Australia","(-27.4689682, 153.0234991, 0.0)",-27.4689682,153.0234991,0.0
"Artspace Sydney, Sydney, NSW","Artspace, Cowper Wharf Roadway, Woolloomooloo, Sydney, Council of the City of Sydney, New South Wales, 2011, Australia","(-33.8694899, 151.2206907, 0.0)",-33.8694899,151.2206907,0.0
"19 Karen Avenue, Mermaid Waters, Gold Coast, QLD",,,,,
Berrima,"Berrima, Wingecarribee Shire Council, New South Wales, 2577, Australia","(-34.4890052, 150.3361505, 0.0)",-34.4890052,150.3361505,0.0
"Wollongong Regional Gallery, NSW",,,,,
,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
Paris,"Paris, Île-de-France, France métropolitaine, 75007, France","(48.8534951, 2.3483915, 0.0)",48.8534951,2.3483915,0.0
"Macquarie Galleries, Bligh St, Sydney, NSW",,,,,
Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","(-37.8142176, 144.9631608, 0.0)",-37.8142176,144.9631608,0.0
"Artarmon Galleries, Sydney, NSW","Artarmon Galleries, Artarmon, Lower North Shore, Sydney, Willoughby City Council, New South Wales, 2064, Australia","(-33.8101396, 151.17797262556286, 0.0)",-33.8101396,151.17797262556286,0.0
"Taihape, New Zealand","Taihape, Rangitīkei District, Manawatū-Whanganui, 4720, New Zealand/Aotearoa","(-39.6766915, 175.7983062, 0.0)",-39.6766915,175.7983062,0.0
Beijing,"北京市, 东城区, 首都功能核心区, 北京市, 100010, 中国","(39.9057136, 116.3912972, 0.0)",39.9057136,116.3912972,0.0
China,中国,"(35.000074, 104.999927, 0.0)",35.000074,104.999927,0.0
"Montsalvat, Eltham, Melbourne, Victoria","Montsalvat, Hillcrest Avenue, Eltham, Melbourne, Shire of Nillumbik, Victoria, 3095, Australia","(-37.72804995, 145.15256989218193, 0.0)",-37.72804995,145.15256989218193,0.0
"Level 1, 129 Margaret Street  Brisbane, Qld, 4000",,,,,
"CI Precinct
QUT Kelvin Grove Campus
Brisbane
QLD",,,,,
"RAW Space Galleries, Brisbane, QLD",,,,,
"Fleurieu Peninsula, SA","Fleurieu Peninsula, City of Victor Harbor, South Australia, Australia","(-35.5082015, 138.47774189265812, 0.0)",-35.5082015,138.47774189265812,0.0
Adelaide,"Adelaide, Adelaide City Council, South Australia, Australia","(-34.9281805, 138.5999312, 0.0)",-34.9281805,138.5999312,0.0
"Bondi Beach, Sydney, NSW","Bondi Beach, Eastern Suburbs, Sydney, Waverley Council, New South Wales, 2026, Australia","(-33.8906977, 151.2724119, 0.0)",-33.8906977,151.2724119,0.0
"Holdsworth Contemporary Galleries, Paddington, Sydney, NSW",,,,,
"Artarmon Galleries, Artarmon, Sydney, NSW","Artarmon Galleries, Artarmon, Lower North Shore, Sydney, Willoughby City Council, New South Wales, 2064, Australia","(-33.8101396, 151.17797262556286, 0.0)",-33.8101396,151.17797262556286,0.0
"Robin Gibson Gallery, Sydney NSW",,,,,
"Maitland Regional Art Gallery, Maitland, NSW","Maitland Regional Art Gallery, James Street, Maitland, Newcastle-Maitland, Maitland City Council, New South Wales, 2320, Australia","(-32.7373987, 151.5614025, 0.0)",-32.7373987,151.5614025,0.0
"Nillumbik, Yarra Valley, Melbourne, Victoria",,,,,
Italy,Italia,"(42.6384261, 12.674297, 0.0)",42.6384261,12.674297,0.0
"National Library of Australia, Canberra, ACT","National Library of Australia, wheelchair access, Parkes, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia","(-35.29652355, 149.12957364767345, 0.0)",-35.29652355,149.12957364767345,0.0
"Braidwood, NSW","Braidwood, Queanbeyan-Palerang Regional Council, New South Wales, 2622, Australia","(-35.4388907, 149.7955552, 0.0)",-35.4388907,149.7955552,0.0
"North Sydney, NSW","North Sydney, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2060, Australia","(-33.8354519, 151.2083011, 0.0)",-33.8354519,151.2083011,0.0
"Coventry Gallery, Paddington, Sydney, NSW",,,,,
"138 Evans St, Rozelle, NSW, 2039","Evans Street, Rozelle, Inner West, Sydney, Inner West Council, New South Wales, 2039, Australia","(-33.8653317, 151.1721643, 0.0)",-33.8653317,151.1721643,0.0
Brisbane,"Brisbane City, Queensland, Australia","(-27.4689682, 153.0234991, 0.0)",-27.4689682,153.0234991,0.0
"Pinacotheca Gallery, Richmond, VIC",,,,,
"Meagher St, Chippendale, NSW","Meagher Street, Chippendale, Sydney, Council of the City of Sydney, New South Wales, 2008, Australia","(-33.8875833, 151.2006153, 0.0)",-33.8875833,151.2006153,0.0
"Cnr McColl & Roxburgh St, Newmarket, Auckland",,,,,
"Gallery A, Melbourne, VIC","Gallery, Pine Crescent, Aspendale, Melbourne, City of Kingston, Victoria, 3195, Australia","(-38.01169635, 145.09386569160074, 0.0)",-38.01169635,145.09386569160074,0.0
"Pearl Beach, New South Wales","Pearl Beach, Central Coast Council, New South Wales, 2256, Australia","(-33.5413889, 151.3075, 0.0)",-33.5413889,151.3075,0.0
"John Martin's Art Gallery, Adelaide, SA",,,,,
"Carrick Hill, Adelaide, SA","Carrick Hill, Glenwood Road, Springfield, Adelaide, City of Mitcham, South Australia, 5062, Australia","(-34.9792484, 138.631971, 0.0)",-34.9792484,138.631971,0.0
Society of Artists,"Society of Artists, Howe Street, Lambton, Newcastle-Maitland, Newcastle City Council, New South Wales, 2299, Australia","(-32.914710150000005, 151.71124444999998, 0.0)",-32.914710150000005,151.71124444999998,0.0
"Royal Art Society of NSW, Sydney, NSW","Royal Art Society of New South Wales, 25-27, Walker Street, Lavender Bay, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2060, Australia","(-33.84220715, 151.20849649624108, 0.0)",-33.84220715,151.20849649624108,0.0
"Adelaide Festival of Arts, Adelaide, SA",,,,,
"Perth,WA","Perth, City of Perth, Western Australia, 6000, Australia","(-31.9558933, 115.8605855, 0.0)",-31.9558933,115.8605855,0.0
"Pinacotheca Gallery, Melbourne, VIC",,,,,
"Cockatoo Island, Sydney, NSW","Cockatoo Island, Sydney, New South Wales, 2041, Australia","(-33.8464922, 151.1731382, 0.0)",-33.8464922,151.1731382,0.0
"Canberra, ACT","Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia","(-35.2975906, 149.1012676, 0.0)",-35.2975906,149.1012676,0.0
"Gippsland Art Gallery, Sale, Vic.",,,,,
ACT,"Australian Capital Territory, Australia","(-35.4883502, 149.0026942, 0.0)",-35.4883502,149.0026942,0.0
"The Ian Potter Centre: NGV Australia, Melbourne, Vic.",,,,,
"Museum of Modern Art, New York","MoMA, 11, West 53rd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States","(40.761612400000004, -73.97749918210806, 0.0)",40.761612400000004,-73.97749918210806,0.0
"Orange, NSW","Orange, Orange City Council, New South Wales, 2800, Australia","(-33.2820463, 149.0971567, 0.0)",-33.2820463,149.0971567,0.0
"Bathurst, NSW","Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","(-33.4166378, 149.5804943, 0.0)",-33.4166378,149.5804943,0.0
"Lake Canobolas Rd, Orange, NSW",,,,,
"Victoria St, Millthorpe, NSW","Victoria Street, Millthorpe, Blayney Shire Council, New South Wales, 2798, Australia","(-33.4458924, 149.1852347, 0.0)",-33.4458924,149.1852347,0.0
"Gidley St, Molong, NSW","Gidley Street, Molong, Cabonne Council, New South Wales, 2866, Australia","(-33.0951755, 148.8680678, 0.0)",-33.0951755,148.8680678,0.0
"Peisley St, Orange, NSW","Peisley Street, Warrendine, Orange, Orange City Council, New South Wales, 2800, Australia","(-33.2862852, 149.1032647, 0.0)",-33.2862852,149.1032647,0.0
"Gallery 4a Asia-Australia Arts Centre, Sydney, New South Wales",,,,,
Cleland Store 24-33 Playfair St The Rock Sydney,,,,,
"John Curtin Gallery, Curtin University, Perth, WA",,,,,
"233 James Street, Northbridge, WA","James Street, Northbridge, Perth, City of Perth, Western Australia, 6003, Australia","(-31.9489102, 115.8590342, 0.0)",-31.9489102,115.8590342,0.0
"Northbridge, Perth, WA","Northbridge, Perth, City of Perth, Western Australia, 6003, Australia","(-31.9478509, 115.8575464, 0.0)",-31.9478509,115.8575464,0.0
"Sao Paulo, Brazil","São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil","(-23.5506507, -46.6333824, 0.0)",-23.5506507,-46.6333824,0.0
Rosario,"Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina","(-32.9595004, -60.6615415, 0.0)",-32.9595004,-60.6615415,0.0
"Gallery of Modern Art - Queensland Art Gallery, Brisbane, QLD",,,,,
"Roslyn Oxley9 Gallery, Paddington, Sydney, NSW","Roslyn Oxley9 Gallery, Soudan Lane, Five Ways, Paddington, Eastern Suburbs, Sydney, Woollahra Municipal Council, New South Wales, 2021, Australia","(-33.8826261, 151.2340556, 0.0)",-33.8826261,151.2340556,0.0
Hangzhou,"杭州市, 浙江省, 中国","(30.2489634, 120.2052342, 0.0)",30.2489634,120.2052342,0.0
"The Moores Building Contemporary Art Gallery, Fremantle, WA",,,,,
"Abbotsford, VIC","Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia","(-37.8045508, 144.9988542, 0.0)",-37.8045508,144.9988542,0.0
"Victorian Artists Society, Melbourne, Vic.","Victorian Artists' Society, 430, Albert Street, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia","(-37.8094555, 144.9762867, 0.0)",-37.8094555,144.9762867,0.0
"332 Stanmore Road
Petersham NSW 2049","Stanmore Road, Petersham, Inner West, Sydney, Inner West Council, New South Wales, 2049, Australia","(-33.8963141, 151.1589039, 0.0)",-33.8963141,151.1589039,0.0
"Charles Nodrum Gallery, Melbourne, Vic.",,,,,
"The Quadrangle, University of Sydney, ","The Quadrangle, University Place, Camperdown, Inner West, Sydney, Council of the City of Sydney, New South Wales, 2050, Australia","(-33.8859462, 151.1891451681408, 0.0)",-33.8859462,151.1891451681408,0.0
Sydney University,"The University of Sydney, Abercrombie Street, Darlington, Sydney, Council of the City of Sydney, New South Wales, 2006, Australia","(-33.88888125, 151.18941425705117, 0.0)",-33.88888125,151.18941425705117,0.0
"University of South Australia, North Terrace, Adelaide","University of South Australia, City East Campus, North Terrace, Adelaide, Adelaide City Council, South Australia, 5000, Australia","(-34.9199476, 138.60653321444096, 0.0)",-34.9199476,138.60653321444096,0.0
"CarriageWorks, Eveleigh, Sydney, NSW","Carriageworks, 245, Wilson Street, South Eveleigh, Eveleigh, Sydney, Council of the City of Sydney, New South Wales, 2015, Australia","(-33.8941553, 151.19160210316406, 0.0)",-33.8941553,151.19160210316406,0.0
"222 Hollywood Rd
Sheung Wan 
Hong Kong","Hollywood Hill, 222, 荷李活道 Hollywood Road, 太平山 Tai Ping Shan, 上環 Sheung Wan, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国","(22.2855006, 114.1475393, 0.0)",22.2855006,114.1475393,0.0
"Rokeby Road, Subiaco, Perth, WA","Rokeby Road, Shenton Park, City of Subiaco, Western Australia, 6008, Australia","(-31.9587101, 115.8239593, 0.0)",-31.9587101,115.8239593,0.0
"Studio One Gallery, Canberra, ACT",,,,,
"Linden Centre for Contemporary Arts, Melbourne, Vic.","Linden Centre for Contemporary Arts, 26, Acland Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","(-37.865052, 144.976647, 0.0)",-37.865052,144.976647,0.0
"Toronto, Canada","Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada","(43.6534817, -79.3839347, 0.0)",43.6534817,-79.3839347,0.0
Wakayama,"和歌山県, 日本","(33.8070292, 135.5930743, 0.0)",33.8070292,135.5930743,0.0
"McLaren Vale, SA","McLaren Vale, Adelaide, City of Onkaparinga, South Australia, 5171, Australia","(-35.2172617, 138.5416998, 0.0)",-35.2172617,138.5416998,0.0
"443 Oxford St
Paddington
NSW 
2021","Oxford Street, Five Ways, Paddington, Sydney, Council of the City of Sydney, New South Wales, 2021, Australia","(-33.8884779, 151.2318696, 0.0)",-33.8884779,151.2318696,0.0
"72 a Windsor St 
Paddington NSW
2021","72a, Windsor Street, Five Ways, Paddington, Eastern Suburbs, Sydney, Woollahra Municipal Council, New South Wales, 2021, Australia","(-33.884588300000004, 151.23322562777508, 0.0)",-33.884588300000004,151.23322562777508,0.0
"Taylor Galleries, Summer Hill, NSW",,,,,
"Mura Clay Gallery, Sydney, NSW",,,,,
"Breewood Gallery, Blue Mountains, NSW",,,,,
Gothenburg,"Göteborg, Göteborgs Stad, Västra Götalands län, 411 10, Sverige","(57.7072326, 11.9670171, 0.0)",57.7072326,11.9670171,0.0
"148 Darlinghurst Road, Darlinghurst NSW, 2010 ","Darlinghurst Road, Darlinghurst, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia","(-33.875451, 151.2219356, 0.0)",-33.875451,151.2219356,0.0
"Leigh Scott Room, Baillieu Library, Melbourne, Victoria",,,,,
"Victorian College of the Arts, Melbourne, Victoria","Victorian College of the Arts Secondary School, 55-65, Miles Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","(-37.8284625, 144.96495554566633, 0.0)",-37.8284625,144.96495554566633,0.0
"Gold Coast City Art Gallery, Surfers Paradise, Queensland",,,,,
"70 Welsford St, Shepparton, Vic, 3630","Welsford Street, Shepparton, City of Greater Shepparton, Victoria, 3630, Australia","(-36.3809186, 145.3978292, 0.0)",-36.3809186,145.3978292,0.0
"The Jam Factory, Adelaide, SA",,,,,
"Fusions Art Gallery, Brisbane, Qld.",,,,,
"Gulgong, NSW","Gulgong, Mid-Western Regional Council, New South Wales, 2852, Australia","(-32.3628305, 149.5338212, 0.0)",-32.3628305,149.5338212,0.0
"Brisbane Convention & Exhibition Centre, Brisbane, QLD","Brisbane Convention and Exhibition Centre, Grey Street, South Bank, South Brisbane, Greater Brisbane, Queensland, 4101, Australia","(-27.47605695, 153.01944439460638, 0.0)",-27.47605695,153.01944439460638,0.0
"135 Bundall Road, Surfers Paradise, Qld ","Home of the Arts, 135, Bundall Road, Surfers Paradise, Gold Coast City, Queensland, 4217, Australia","(-28.001225650000002, 153.41669111724707, 0.0)",-28.001225650000002,153.41669111724707,0.0
"Circular Quay, Sydney, New South Wales","Circular Quay, Cahill Expressway, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.8613593, 151.2107193, 0.0)",-33.8613593,151.2107193,0.0
"Hazelhurst Regional Gallery and Arts Centre, Gymea, NSW","Hazelhurst Regional Gallery and Arts Centre, Talara Road, Gymea, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, 2227, Australia","(-34.03312295, 151.08224418940046, 0.0)",-34.03312295,151.08224418940046,0.0
"12, 19, 25 and 30 Aberdeen Street, Northbridge WA 
133 Newcastle Street, Northbridge WA ",,,,,
"corner of St.Johns Road and Darghan Street, Glebe, Sydney, NSW",,,,,
"South Australian Society of Arts Gallery, Adelaide, SA",,,,,
"Melbourne Art Fair, Melbourne, VIC",,,,,
"University of Art and Design, Helsinki, Finland",,,,,
"Eyles St, Orange, NSW","Eyles Street, Warrendine, Orange, Orange City Council, New South Wales, 2800, Australia","(-33.2899273, 149.1083001, 0.0)",-33.2899273,149.1083001,0.0
"Christine Abrahams Gallery, Richmond, Vic.",,,,,
"Carlton, Vic ","Carlton, Melbourne, City of Melbourne, Victoria, Australia","(-37.8004228, 144.9684343, 0.0)",-37.8004228,144.9684343,0.0
"222 Holly wood Rd 
Sheung Wan 
Hong Kong",,,,,
"12 Criterion St, Hobart, TAS","Criterion Street, Hobart, City of Hobart, Tasmania, 7000, Australia","(-42.8811492, 147.3253634, 0.0)",-42.8811492,147.3253634,0.0
"Hobart, Tas.","Hobart, City of Hobart, Tasmania, Australia","(-42.8825088, 147.3281233, 0.0)",-42.8825088,147.3281233,0.0
Hobart,"Hobart, City of Hobart, Tasmania, Australia","(-42.8825088, 147.3281233, 0.0)",-42.8825088,147.3281233,0.0
"Theatre Royal, Hobart, Tas.","Theatre Royal, Sun Street, Hobart, City of Hobart, Tasmania, 7000, Australia","(-42.879509150000004, 147.33118033685642, 0.0)",-42.879509150000004,147.33118033685642,0.0
"Launceston, TAS","Launceston, City of Launceston, Tasmania, 7250, Australia","(-41.4340813, 147.1373496, 0.0)",-41.4340813,147.1373496,0.0
"Liverpool Street, Hobart, TAS","Liverpool Street, Hobart, City of Hobart, Tasmania, 7000, Australia","(-42.8774535, 147.3318243, 0.0)",-42.8774535,147.3318243,0.0
Lausanne,"Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.5218269, 6.6327025, 0.0)",46.5218269,6.6327025,0.0
"Longford, TAS","Longford, Northern Midlands, Tasmania, Australia","(-41.5936936, 147.1215353, 0.0)",-41.5936936,147.1215353,0.0
"344 Punt Road, South Yarra, Victoria 3141","Punt Road, South Yarra, Melbourne, City of Melbourne, Victoria, 3141, Australia","(-37.8367257, 144.9868596, 0.0)",-37.8367257,144.9868596,0.0
"QAG, Brisbane, QLD",,,,,
"Presbyterian Ladies College, Pymble, Sydney, NSW",,,,,
"Bundoora Homestead, Darebin, Vic.","Bundoora Homestead Arts Centre, Snake Gully Drive, Bundoora, Melbourne, City of Darebin, Victoria, 3086, Australia","(-37.70482195, 145.05042470470238, 0.0)",-37.70482195,145.05042470470238,0.0
"Spring St, East Melbourne, VIC 3002","Spring Street, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia","(-37.8109868, 144.9729989, 0.0)",-37.8109868,144.9729989,0.0
"Australian National University, Canberra, ACT","Australian National University, Marcus Clarke Street, City, Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia","(-35.28121335, 149.11677886464528, 0.0)",-35.28121335,149.11677886464528,0.0
"Monash University Museum of Art, Melbourne, VIC","Monash University Museum of Art, Dandenong Road, Caulfield East, Melbourne, City of Glen Eira, Victoria, 3145, Australia","(-37.8771439, 145.0460965, 0.0)",-37.8771439,145.0460965,0.0
"Ivan Dougherty Gallery, COFA, UNSW, Paddington, NSW",,,,,
New Delhi,"New Delhi, Delhi, India","(28.6138954, 77.2090057, 0.0)",28.6138954,77.2090057,0.0
"Latrobe Regional Gallery, Morwell, VIC","Latrobe Regional Gallery, 138, Commercial Road, Morwell, City of Latrobe, Victoria, 3840, Australia","(-38.2368308, 146.3942691983112, 0.0)",-38.2368308,146.3942691983112,0.0
"School of Art, Australian National University, Canberra, ACT",,,,,
"Queensland College of Art, Griffith University, Brisbane, QLD",,,,,
"School of Art, Tasmanian College of Advanced Education in Hobart, TAS",,,,,
"University of Tasmania Fine Arts Gallery, Hobart, Tasmania",,,,,
"Wagga Wagga City Art Gallery, Wagga Wagga, NSW",,,,,
"University of Newcastle, NSW","University of Newcastle Newbolds Building, Gavey Street, Mayfield, Newcastle-Maitland, Newcastle City Council, New South Wales, 2304, Australia","(-32.894917250000006, 151.72874156644127, 0.0)",-32.894917250000006,151.72874156644127,0.0
"The Quadrangle, University of Sydney","The Quadrangle, University Place, Camperdown, Inner West, Sydney, Council of the City of Sydney, New South Wales, 2050, Australia","(-33.8859462, 151.1891451681408, 0.0)",-33.8859462,151.1891451681408,0.0
DAB Harris Street Ultimo Sydney,"Peter Johnson Building, 702, Harris Street, Ultimo, Sydney, Council of the City of Sydney, New South Wales, 2007, Australia","(-33.883070000000004, 151.20215946185908, 0.0)",-33.883070000000004,151.20215946185908,0.0
"Switchback Gallery, Monash University, Gippsland Campus, Churchill, VIC",,,,,
"Queenstown, New Zealand","Queenstown, Queenstown-Lakes District, Otago, 9348, New Zealand/Aotearoa","(-45.0321923, 168.661, 0.0)",-45.0321923,168.661,0.0
"Moreton Galleries, Brisbane, Qld.",,,,,
"TarraWarra Museum of Art, Healesville, Vic.","TarraWarra Museum of Art, 313, Healesville - Yarra Glen Road, Healesville, Melbourne, Shire of Yarra Ranges, Victoria, 3777, Australia","(-37.6596335, 145.46918739760827, 0.0)",-37.6596335,145.46918739760827,0.0
"College of Fine Arts, University of NSW, Paddington, Sydney, NSW","UNSW Art & Design, Albion Avenue, Five Ways, Paddington, Sydney, Council of the City of Sydney, New South Wales, 2021, Australia","(-33.8838375, 151.2202731177872, 0.0)",-33.8838375,151.2202731177872,0.0
"Araluen Arts Centre, Alice Springs, Northern Territory",,,,,
"Bondi Pavilion Gallery, Bondi Beach, Sydney, NSW",,,,,
"Charles Nodrum Gallery,  Richmond, Vic",,,,,
"Depot II Gallery, Sydney, NSW",,,,,
"Dubbo Regional Gallery, Dubbo, NSW","Dubbo Regional Gallery, 76, Wingewarra Street, Orana Heights, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","(-32.24954125, 148.6096711220883, 0.0)",-32.24954125,148.6096711220883,0.0
"Copenhagen, Denmark","København, Københavns Kommune, Region Hovedstaden, 1357, Danmark","(55.6867243, 12.5700724, 0.0)",55.6867243,12.5700724,0.0
Helsinki,"Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, Suomi","(60.1674881, 24.9427473, 0.0)",60.1674881,24.9427473,0.0
"Blaxland Galleries, Sydney, NSW",,,,,
"50 Elderslie Street
Winton QLD 4735","Elderslie Street, Winton, Winton Shire, Queensland, 4735, Australia","(-22.3895876, 143.0327455, 0.0)",-22.3895876,143.0327455,0.0
"Bondi Junction, NSW","Bondi Junction, Eastern Suburbs, Sydney, Waverley Council, New South Wales, 2022, Australia","(-33.8930034, 151.2501228, 0.0)",-33.8930034,151.2501228,0.0
"100 Aberdeen St
Northbridge WA 6003","Aberdeen Street, Northbridge, Perth, City of Perth, Western Australia, 6003, Australia","(-31.9460585, 115.8579439, 0.0)",-31.9460585,115.8579439,0.0
Griffith University,"Griffith University, Pacific Motorway, Upper Mount Gravatt, Greater Brisbane, Queensland, 4111, Australia","(-27.54662495, 153.06429222548272, 0.0)",-27.54662495,153.06429222548272,0.0
"Fire-Works Gallery, Brisbane, Qld",,,,,
"State Library of Queensland, Brisbane","State Library of Queensland, Stanley Place, South Bank, South Brisbane, Greater Brisbane, Queensland, 4101, Australia","(-27.4711996, 153.01813604491488, 0.0)",-27.4711996,153.01813604491488,0.0
"Watters Gallery, Sydney, New South Wales",,,,,
"Barry Stern Galleries, Paddington, New South Wales",,,,,
"Damien Minton Gallery, Redfern, NSW",,,,,
"Ian Potter Centre: NGV Australia, Melbourne, Vic.","Ian Potter Centre: NGV Australia, Russell Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8175803, 144.9699763809494, 0.0)",-37.8175803,144.9699763809494,0.0
"Clune Galleries, Potts Point, Sydney, NSW",,,,,
"Tasmanian Museum & Art Gallery, Hobart, TAS","Tasmanian Museum and Art Gallery, Dunn Place, Hobart, City of Hobart, Tasmania, 7000, Australia","(-42.8819659, 147.33201014693918, 0.0)",-42.8819659,147.33201014693918,0.0
"Double Bay, Sydney, New South Wales","Double Bay, Eastern Suburbs, Sydney, Woollahra Municipal Council, New South Wales, 2028, Australia","(-33.8766373, 151.24245, 0.0)",-33.8766373,151.24245,0.0
