date_range.date_end.year,date_range.date_end.month,date_range.date_end.day,date_range.date_start.year,date_range.date_start.month,date_range.date_start.day,place.address.ori_address,place.address.country,place.address.state,place.address.city,place.address.postcode,place.ori_dbid.$oid,place.ori_address,place._class_ori,place._class,place.geo_coord.latitude,place.geo_coord.longitude,name,event_id,place.ori_name,place.ori_country,place.display_name,place.address.suburb
1991,1,1,1991,1,1,"Fremantle Arts Centre, Fremantle, Western Australia",Australia,Western Australia,Fremantle,6160,4da1bd03b538b73d93023953,"Fremantle Arts Centre, Fremantle, WA",place,place,-32.0476531,115.754133,"""Alma Toomath""",4da1c921b538b73d9302696e,,,,
2000,1,1,2000,1,1,"Lawrence Wilson Art Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1cae4b538b73d93026e6c,"Lawrence Wilson Art Gallery, Perth, WA",place,place,-31.9522222,115.8588889,"""Alma Toomath""",4da1cae4b538b73d93026e6d,,,,
2006,1,1,2006,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Billy Missi""",4da196bab538b73d93008fd9,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Billy Missi""",4da1c8ceb538b73d930265e5,,,,
2006,1,1,2006,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Natalie Austin""",4da19ca5b538b73d93013a10,,,,
2008,1,1,2008,1,1,"Port Augusta Cultural Centre, Port Augusta, South Australia",Australia,South Australia,Port Augusta,5700,4da1c8ceb538b73d930265f9,"Port Augusta Cultural Centre, Port Augusta, SA",place,place,-32.4924399,137.7628176,"""Natalie Austin""",4da1c8ceb538b73d930265fa,,,,
2006,1,1,2006,1,1,"Gomboc Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6056,4da1c8d2b538b73d9302664b,"Gomboc Gallery, Perth, WA",place,place,-31.8652874,116.0273982,"""Norma MacDonald""",4da1c8f2b538b73d93026655,,,,
2003,1,1,2003,1,1,"Gomboc Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6056,4da1c8d2b538b73d9302664b,"Gomboc Gallery, Perth, WA",place,place,-31.8652874,116.0273982,"""Norma MacDonald""",4da1c8d2b538b73d9302664d,,,,
1997,1,1,1997,1,1,"Art Gallery of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da19503b538b73d93000d89,"Art Gallery of Western Australia, Perth, WA",place,place,-31.950414,115.860604,"""Norma MacDonald""",4da1cdaab538b73d93027350,,,,
1995,1,1,1995,1,1,"Artist in Residence Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1c8d2b538b73d93026650,"Artist in Residence Gallery, Perth, WA",place,place,-31.9522222,115.8588889,"""Norma MacDonald""",4da1c8d3b538b73d93026651,,,,
2003,1,1,2003,1,1,"Gomboc Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6056,4da1c8d2b538b73d9302664b,"Gomboc Gallery, Perth, WA",place,place,-31.8652874,116.0273982,"""Norma MacDonald""",4da1c8f3b538b73d93026658,,,,
2008,1,1,2008,1,1,"Gomboc Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6056,4da1c8d2b538b73d9302664b,"Gomboc Gallery, Perth, WA",place,place,-31.8652874,116.0273982,"""Norma MacDonald""",4da1c8d2b538b73d9302664c,,,,
2004,1,1,2004,1,1,"Berndt Museum of Anthropology, University of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6009,4da1c72bb538b73d9302610f,"Berndt Museum of Anthropology, University of Western Australia, Perth, WA",place,place,-31.9796122,115.8185563,"""Norma MacDonald""",4da1c8d3b538b73d93026652,,,,
2003,1,1,2003,1,1,"Maritime Museum, Fremantle, Western Australia",Australia,Western Australia,Fremantle,6160,4da1c8f3b538b73d93026659,"Maritime Museum, Fremantle, WA",place,place,-32.054726,115.739529,"""Norma MacDonald""",4da1c8f3b538b73d9302665a,,,,
2004,1,1,2004,1,1,"Gomboc Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6056,4da1c8d2b538b73d9302664b,"Gomboc Gallery, Perth, WA",place,place,-31.8652874,116.0273982,"""Norma MacDonald""",4da1c8f2b538b73d93026656,,,,
2004,1,1,2004,1,1,"Gomboc Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6056,4da1c8d2b538b73d9302664b,"Gomboc Gallery, Perth, WA",place,place,-31.8652874,116.0273982,"""Norma MacDonald""",4da1c8f2b538b73d93026657,,,,
1994,1,1,1994,1,1,"Artist In Residence Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1c8d2b538b73d9302664e,"Artist In Residence Gallery, Perth, WA",place,place,-31.9522222,115.8588889,"""Norma MacDonald""",4da1c8d2b538b73d9302664f,,,,
1997,1,1,1997,1,1,"Lawrence Wilson Gallery, University of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6009,4da1b554b538b73d9301f5ce,"Lawrence Wilson Gallery, University of Western Australia, Perth, WA",place,place,-31.9796122,115.8185563,"""Norma MacDonald""",4da1c8f3b538b73d9302665c,,,,
2008,1,1,2008,1,1,"Carrolup Mission, Carrolup, Western Australia",Australia,Western Australia,Mission,Unknown,4da1c8d3b538b73d93026653,"Carrolup Mission, Carrolup, WA",place,place,-33.7306212,117.4071475,"""Norma MacDonald""",4da1c8f2b538b73d93026654,,,,Carrolup
2007,1,1,2007,1,1,"East Gippsland Art Gallery, Bairnsdale, Victoria",Australia,Victoria,Bairnsdale,3875,4da1c921b538b73d93026965,"East Gippsland Art Gallery, Bairnsdale, VIC",place,place,-37.8245772,147.6317185,"""Frank Harrison""",4da1cbe3b538b73d93026fec,,,,
1991,1,1,1991,1,1,"Fremantle Arts Centre, Fremantle, Western Australia",Australia,Western Australia,Fremantle,6160,4da1bd03b538b73d93023953,"Fremantle Arts Centre, Fremantle, WA",place,place,-32.0476531,115.754133,"""Michelle Broun""",4da1c921b538b73d9302696e,,,,
2000,1,1,2000,1,1,"University Gallery, University of Tasmania, Launceston, Tasmania",Australia,Tasmania,Launceston,7250,4da1b7f5b538b73d93020fa6,"University Gallery, University of Tasmania, Launceston, TAS",place,place,-41.4370868,147.1393767,"""Michelle Broun""",4da1c921b538b73d9302696f,,,,
1995,4,23,1995,3,30,"Perth, Western Australia",Australia,Western Australia,Perth,6000,543c6f18d707ff17cd000071,"Perth, WA",place,place,-31.9530044,115.8574693,"""Michelle Broun""",543c6f21d707ff1dc800006a,Crafts Council of Western Australia,,Crafts Council of Western Australia,
1995,4,2,1995,2,26,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6009,4da1a7fcb538b73d9301a5ec,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",place,place,-31.9796122,115.8185563,"""Michelle Broun""",5429edc4d707ff2d0e000015,,,,
2000,1,1,2000,1,1,"Lawrence Wilson Art Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1cae4b538b73d93026e6c,"Lawrence Wilson Art Gallery, Perth, WA",place,place,-31.9522222,115.8588889,"""Athol Farmer""",4da1cae4b538b73d93026e6d,,,,
1992,1,1,1992,1,1,"Katanning, Western Australia",Australia,Western Australia,Katanning,6317,4da1bf91b538b73d93024a37,"Katanning, WA",place,place,-33.6901492,117.5560502,"""Athol Farmer""",4da1c92ab538b73d9302698e,,,,
2007,1,1,2007,1,1,"John Curtin Gallery, Curtin University of Technology, Perth, Western Australia",Australia,Western Australia,Perth,6103,4da1ca33b538b73d93026c60,"John Curtin Gallery, Curtin University of Technology, Perth, WA",place,place,-32.0053844,115.8925629,"""Athol Farmer""",4da1cdaeb538b73d93027420,,,,
2009,1,1,2009,1,1,"Bunbury Regional Art Galleries, Bunbury, Western Australia",Australia,Western Australia,Bunbury,6230,4da1c0e0b538b73d93024c57,"Bunbury Regional Art Galleries, Bunbury, WA",place,place,-33.3241462,115.6353365,"""Athol Farmer""",4da1cda9b538b73d9302733b,,,,
2008,1,1,2008,1,1,"Samuel Dorsky Museum of Art, New York, United States",United States,New York,New York,13634,4da1c922b538b73d93026988,"Samuel Dorsky Museum of Art, New York, US",place,place,43.9925897,-76.0210424,"""Athol Farmer""",4da1c922b538b73d93026989,,,,
2009,1,1,2009,1,1,"Central TAFE Art Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1c922b538b73d93026980,"Central TAFE Art Gallery, Perth, WA",place,place,-31.9522222,115.8588889,"""Athol Farmer""",4da1c922b538b73d93026981,,,,
2007,1,1,2007,1,1,"The Picker Art Gallery, Colgate University, New York, United States",United States,New York,New York,13346,4da1c922b538b73d9302698a,"The Picker Art Gallery, Colgate University, New York, US",place,place,42.8156129,-75.5422268,"""Athol Farmer""",4da1c922b538b73d9302698b,,,,
2006,1,1,2006,1,1,"Katanning Arts Centre, Katanning, WA and Western Australian Museum, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1c865b538b73d930264c7,"Katanning Arts Centre, Katanning, WA & Western Australian Museum, Perth, WA",place,place,-31.9522222,115.8588889,"""Athol Farmer""",4da1c865b538b73d930264c8,,,,Katanning
2006,1,1,2006,1,1,"Residency Museum, Albany, Western Australia",Australia,Western Australia,Albany,6330,4da1c922b538b73d93026986,"Residency Museum, Albany, WA",place,place,-35.0238227,117.8847286,"""Athol Farmer""",4da1c922b538b73d93026987,,,,
2007,1,1,2007,1,1,"Gorepani Art Gallery, Albany, Western Australia",Australia,Western Australia,Albany,6330,4da1c922b538b73d93026983,"Gorepani Art Gallery, Albany, WA",place,place,-35.0238227,117.8847286,"""Athol Farmer""",4da1caa2b538b73d93026e3c,,,,
2008,1,1,2008,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Roger Saunders""",4da19788b538b73d9300b212,,,,
2008,1,1,2008,1,1,"Mossenson Galleries, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1ca2eb538b73d93026b69,"Mossenson Galleries, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Glenn Iseger-Pilkington""",4da1ca2eb538b73d93026b6a,,,,
2008,1,1,2008,1,1,"Linden Centre for Contemporary Art, St Kilda, Victoria",Australia,Victoria,Port Phillip,3182,4da1bd1fb538b73d93023d99,"Linden Centre for Contemporary Art, St Kilda, VIC",place,place,-37.8675123,144.9789807,"""Glenn Iseger-Pilkington""",4da1ca2fb538b73d93026b6f,,,,St Kilda
2007,1,1,2007,1,1,"The Long Gallery, Hobart, Tasmania",Australia,Tasmania,Hobart,7000,4da1ca2eb538b73d93026b61,"The Long Gallery, Hobart, TAS",place,place,-42.8819032,147.3238148,"""Glenn Iseger-Pilkington""",4da1ca2eb538b73d93026b62,,,,
2007,1,1,2007,1,1,"Willoughby Civic Centre, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1ca2eb538b73d93026b63,"Willoughby Civic Centre, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Glenn Iseger-Pilkington""",4da1ca2eb538b73d93026b64,,,,
2007,1,1,2007,1,1,"Caloundra Regional Gallery, Caloundra, Queensland",Australia,Queensland,,4551,4da1ca2eb538b73d93026b5f,"Caloundra Regional Gallery, Caloundra, QLD",place,place,-26.8042574,153.1244868,"""Glenn Iseger-Pilkington""",4da1ca2eb538b73d93026b60,,,,
2008,1,1,2008,1,1,"Araluen Cultural Centre, Alice Springs, Northern Territory",Australia,Northern Territory,Alice Springs,0870,4da1ca2eb538b73d93026b6b,"Araluen Cultural Centre, Alice Springs, NT",place,place,-23.701923,133.881242,"""Glenn Iseger-Pilkington""",4da1ca2fb538b73d93026b6c,,,,
2006,1,1,2006,1,1,"Rockhampton Art Gallery, Rockhampton, Queensland",Australia,Queensland,Rockhampton,4700,4da1ca2eb538b73d93026b5d,"Rockhampton Art Gallery, Rockhampton, QLD",place,place,-23.3733768,150.5101854,"""Glenn Iseger-Pilkington""",4da1ca2eb538b73d93026b5e,,,,
2008,1,1,2008,1,1,"Museums and Art Galleries of the Northern Territories, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0800,4da1ca7eb538b73d93026db8,"Museums and Art Galleries of the Northern Territories, Darwin, NT",place,place,-12.437368,130.833821,"""Glenn Iseger-Pilkington""",4da1ca7fb538b73d93026db9,,,,
2007,1,1,2007,1,1,"Lakeside Joondalup Shopping Centre, Joondalup, Western Australia",Australia,Western Australia,Joondalup,6027,4da1ca2eb538b73d93026b65,"Lakeside Joondalup Shopping Centre, Joondalup, WA",place,place,-31.7433574,115.7641717,"""Glenn Iseger-Pilkington""",4da1ca2eb538b73d93026b66,,,,
2008,1,1,2008,1,1,"Gallery of Modern Art - Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1c69bb538b73d93025abf,"Gallery of Modern Art - Queensland Art Gallery, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Glenn Iseger-Pilkington""",4da1c69bb538b73d93025ac0,,,,
2007,1,1,2007,1,1,"Mossenson Galleries, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1ca2eb538b73d93026b69,"Mossenson Galleries, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Glenn Iseger-Pilkington""",4da1ca2fb538b73d93026b70,,,,
2007,1,1,2007,1,1,"Banyule City Council Civic Centre, Ivanhoe, Victoria",Australia,Victoria,Banyule,3079,4da1ca2eb538b73d93026b67,"Banyule City Council Civic Centre, Ivanhoe, VIC",place,place,-37.768791,145.042313,"""Glenn Iseger-Pilkington""",4da1ca2eb538b73d93026b68,,,,Ivanhoe
2008,1,1,2008,1,1,"Emerge Art Space, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1ca34b538b73d93026c6c,"Emerge Art Space, Perth, WA",place,place,-31.9522222,115.8588889,"""Lindsay Harris""",4da1ca34b538b73d93026c6d,,,,
2007,1,1,2007,1,1,"Emerge Art Space, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1ca34b538b73d93026c6c,"Emerge Art Space, Perth, WA",place,place,-31.9522222,115.8588889,"""Lindsay Harris""",4da1ca34b538b73d93026c6e,,,,
2008,1,1,2008,1,1,"Wilkinson Pavilion, Perth Royal Show, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1ca33b538b73d93026c66,"Wilkinson Pavilion, Perth Royal Show, Perth, WA",place,place,-31.9522222,115.8588889,"""Lindsay Harris""",4da1ca33b538b73d93026c67,,,,
2008,1,1,2008,1,1,"Armadale Redevelopment Authority, Armadale, Western Australia",Australia,Western Australia,Armadale,6112,4da1bf91b538b73d93024a46,"Armadale Redevelopment Authority, Armadale, WA",place,place,-32.1521033,116.0147678,"""Lindsay Harris""",4da1ca33b538b73d93026c62,,,,
2008,1,1,2008,1,1,"Museums and Art Galleries of the Northern Territories, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0800,4da1ca7eb538b73d93026db8,"Museums and Art Galleries of the Northern Territories, Darwin, NT",place,place,-12.437368,130.833821,"""Lindsay Harris""",4da1ca7fb538b73d93026db9,,,,
2009,1,1,2009,1,1,"John Curtin Gallery, Curtin University of Technology, Perth, Western Australia",Australia,Western Australia,Perth,6103,4da1ca33b538b73d93026c60,"John Curtin Gallery, Curtin University of Technology, Perth, WA",place,place,-32.0053844,115.8925629,"""Lindsay Harris""",4da1ca33b538b73d93026c61,,,,
2008,1,1,2008,1,1,Emerge Art Space,,,,Unknown,4da1ca34b538b73d93026c6a,Emerge Art Space,place,place,,,"""Lindsay Harris""",4da1ca34b538b73d93026c6b,,,,
2012,1,1,2012,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,"National Gallery of Australia, Canberra, ACT",place,place,-35.30053,149.136282,"""Lindsay Harris""",4feaa4add707ff1d9a000005,,,,
2006,1,1,2006,1,1,"Emerge Art Space, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1ca34b538b73d93026c6c,"Emerge Art Space, Perth, WA",place,place,-31.9522222,115.8588889,"""Lindsay Harris""",4da1ca34b538b73d93026c6f,,,,
2008,1,1,2008,1,1,"Town of Vincent, Perth, Western Australia",Australia,Western Australia,Perth,6007,4da1ca33b538b73d93026c63,"Town of Vincent, Perth, WA",place,place,-31.935585,115.846176,"""Lindsay Harris""",4da1ca33b538b73d93026c64,,,,
2006,1,1,2006,1,1,"Perth Galleries, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1ca34b538b73d93026c71,"Perth Galleries, Perth, WA",place,place,-31.9522222,115.8588889,"""Lindsay Harris""",4da1ca34b538b73d93026c72,,,,
2008,1,1,2008,1,1,"Bond Store, Cossack, Western Australia",Australia,Western Australia,Karratha,6720,4da1ca33b538b73d93026c68,"Bond Store, Cossack, WA",place,place,-20.6792788,117.189,"""Lindsay Harris""",4da1ca34b538b73d93026c69,,,,Cossack
2006,1,1,2006,1,1,"Emerge Art Space, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1ca34b538b73d93026c6c,"Emerge Art Space, Perth, WA",place,place,-31.9522222,115.8588889,"""Lindsay Harris""",4da1ca34b538b73d93026c70,,,,
2007,1,1,2007,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Maryanne Scrutton""",4da1ca37b538b73d93026cab,,,,
2008,1,1,2008,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Maryanne Scrutton""",4da1ca37b538b73d93026cab,,,,
2006,1,1,2006,1,1,"National Museum of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2601,4da19501b538b73d93000c7a,"National Museum of Australia, Canberra, ACT",place,place,-35.293253,149.1211,"""Oscar of Cooktown""",4da1ca37b538b73d93026cb3,,,,
2001,1,1,2001,1,1,"National Museum of Australia, Canberra, ACT; Museum Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,2601,4da1ca37b538b73d93026cb5,"National Museum of Australia, Canberra, ACT; Museum Victoria, Melbourne, VIC",place,place,-35.293253,149.1211,"""Oscar of Cooktown""",4da1ca37b538b73d93026cb6,,,,
2005,1,1,2005,1,1,"National Museum of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2601,4da19501b538b73d93000c7a,"National Museum of Australia, Canberra, ACT",place,place,-35.293253,149.1211,"""Oscar of Cooktown""",4da1ca37b538b73d93026cb4,,,,
,,,,,,"East Gippsland Aboriginal Arts Corporation, Victoria",Australia,Victoria,,Unknown,4da1ca5db538b73d93026d92,"East Gippsland Aboriginal Arts Corporation, VIC",place,place,,,"""Trina Wilmot""",4da1ca7db538b73d93026d93,,,,
,,,,,,"National Gallery of Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d93004979,"National Gallery of Victoria, Melbourne, VIC",place,place,-37.8225355,144.9691134,"""Trina Wilmot""",4da1ca5db538b73d93026d91,,,,
2006,1,1,2006,1,1,"Koorie Heritage Trust, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b7c9b538b73d93020b3b,"Koorie Heritage Trust, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Trina Wilmot""",4da1b7c9b538b73d93020b3c,,,,
2007,1,1,2007,1,1,"John Curtin Gallery, Curtin University of Technology, Perth, Western Australia",Australia,Western Australia,Perth,6103,4da1ca33b538b73d93026c60,"John Curtin Gallery, Curtin University of Technology, Perth, WA",place,place,-32.0053844,115.8925629,"""Graham Taylor""",4da1cdaeb538b73d93027420,,,,
2007,1,1,2007,1,1,"Central TAFE Art Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1c922b538b73d93026980,"Central TAFE Art Gallery, Perth, WA",place,place,-31.9522222,115.8588889,"""Graham Taylor""",4da1ca7eb538b73d93026db2,,,,
2006,1,1,2006,1,1,"Katanning Arts Centre, Katanning, WA and Western Australian Museum, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1c865b538b73d930264c7,"Katanning Arts Centre, Katanning, WA & Western Australian Museum, Perth, WA",place,place,-31.9522222,115.8588889,"""Graham Taylor""",4da1c865b538b73d930264c8,,,,Katanning
2007,1,1,2007,1,1,"Gorepani Art Gallery, Albany, Western Australia",Australia,Western Australia,Albany,6330,4da1c922b538b73d93026983,"Gorepani Art Gallery, Albany, WA",place,place,-35.0238227,117.8847286,"""Graham Taylor""",4da1caa2b538b73d93026e3c,,,,
2009,1,1,2009,1,1,"Brisbane Powerhouse, Brisbane, Queensland",Australia,Queensland,Brisbane,4005,4da1b2f8b538b73d9301e9be,"Brisbane Powerhouse, Brisbane, QLD",place,place,-27.4678411,153.0539447,"""Graham Taylor""",4da1c864b538b73d9302649c,,,,
2009,1,1,2009,1,1,"Bunbury Regional Art Galleries, Bunbury, Western Australia",Australia,Western Australia,Bunbury,6230,4da1c0e0b538b73d93024c57,"Bunbury Regional Art Galleries, Bunbury, WA",place,place,-33.3241462,115.6353365,"""Graham Taylor""",4da1cda9b538b73d9302733b,,,,
2006,1,1,2006,1,1,"Exmouth, Western Australia",Australia,Western Australia,Exmouth,6707,4da1ca7db538b73d93026dab,"Exmouth, WA",place,place,-21.9307242,114.1223888,"""Graham Taylor""",4da1ca7eb538b73d93026dad,,,,
2008,1,1,2008,1,1,"Samuel Dorsky Museum of Art, New York, United States",United States,New York,New York,13634,4da1c922b538b73d93026988,"Samuel Dorsky Museum of Art, New York, US",place,place,43.9925897,-76.0210424,"""Graham Taylor""",4da1c922b538b73d93026989,,,,
2005,1,1,2005,1,1,"Bunbury Regional Art Galleries, Bunbury, Western Australia",Australia,Western Australia,Bunbury,6230,4da1c0e0b538b73d93024c57,"Bunbury Regional Art Galleries, Bunbury, WA",place,place,-33.3241462,115.6353365,"""Graham Taylor""",4da1c0e0b538b73d93024c58,,,,
2009,1,1,2009,1,1,"Bunbury Regional Art Galleries, Bunbury, Western Australia",Australia,Western Australia,Bunbury,6230,4da1c0e0b538b73d93024c57,"Bunbury Regional Art Galleries, Bunbury, WA",place,place,-33.3241462,115.6353365,"""Graham Taylor""",4da1cda9b538b73d9302733b,,,,
2007,1,1,2007,1,1,"Exmouth, Western Australia",Australia,Western Australia,Exmouth,6707,4da1ca7db538b73d93026dab,"Exmouth, WA",place,place,-21.9307242,114.1223888,"""Graham Taylor""",4da1ca7db538b73d93026dac,,,,
1987,1,1,1987,1,1,"Perth, Western Australia",Australia,Western Australia,Perth,6000,4da194f8b538b73d9300076b,"Perth, WA",place,place,-31.9522222,115.8588889,"""Graham Taylor""",4da1ca9fb538b73d93026dbb,,,,
2008,1,1,2008,1,1,"Museums and Art Galleries of the Northern Territories, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0800,4da1ca7eb538b73d93026db8,"Museums and Art Galleries of the Northern Territories, Darwin, NT",place,place,-12.437368,130.833821,"""Graham Taylor""",4da1ca7fb538b73d93026db9,,,,
2006,1,1,2006,1,1,"Shire of Capel, Capel, Western Australia",Australia,Western Australia,,6271,4da1ca7eb538b73d93026dae,"Shire of Capel, Capel, WA",place,place,-33.5549458,115.5632987,"""Graham Taylor""",4da1ca7eb538b73d93026daf,,,,
2009,1,1,2009,1,1,"University Club of Western Australia, The University of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6009,4da1ca7eb538b73d93026db3,"University Club of Western Australia, The University of Western Australia, Perth, WA",place,place,-31.9796122,115.8185563,"""Graham Taylor""",4da1ca7eb538b73d93026db4,,,,
2003,1,1,2003,1,1,"National Gallery of Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d93004979,"National Gallery of Victoria, Melbourne, VIC",place,place,-37.8225355,144.9691134,"""William Barak""",4da1caa0b538b73d93026dfb,,,,
1982,1,1,1981,1,1,"National Gallery of Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19591b538b73d93004979,"National Gallery of Victoria, Melbourne, VIC",place,place,-37.8225355,144.9691134,"""William Barak""",4da1caa0b538b73d93026dfd,,,,
1994,1,1,1994,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,"National Gallery of Australia, Canberra, ACT",place,place,-35.30053,149.136282,"""William Barak""",4da1caa0b538b73d93026dfc,,,,
2009,1,1,2009,1,1,"Ivan Dougherty Gallery, COFA, UNSW",,,,Unknown,4da1caa1b538b73d93026e22,"Ivan Dougherty Gallery, COFA, UNSW",place,place,,,"""Punata Stockman""",4da1caa1b538b73d93026e23,,,,
2007,1,1,2007,1,1,"Ivan Dougherty Gallery, COFA, UNSW",,,,Unknown,4da1caa1b538b73d93026e22,"Ivan Dougherty Gallery, COFA, UNSW",place,place,,,"""Punata Stockman""",4da1caa1b538b73d93026e24,,,,
2009,1,1,2009,1,1,"Araluen Art Centre, Alice Springs, Northern Territory",Australia,Northern Territory,Alice Springs,0871,4da1990bb538b73d9300e969,"Araluen Art Centre, Alice Springs, NT",place,place,-23.702999,133.862802,"""Punata Stockman""",4da1e25db538b73d93029eb8,,,,
2003,1,1,2003,1,1,"Art Gallery of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da19503b538b73d93000d89,"Art Gallery of Western Australia, Perth, WA",place,place,-31.950414,115.860604,"""Troy Bennell""",4da1c864b538b73d9302649f,,,,
2005,1,1,2005,1,1,"Bunbury Regional Art Galleries, Bunbury, Western Australia",Australia,Western Australia,Bunbury,6230,4da1c0e0b538b73d93024c57,"Bunbury Regional Art Galleries, Bunbury, WA",place,place,-33.3241462,115.6353365,"""Troy Bennell""",4da1c0e0b538b73d93024c58,,,,
2009,1,1,2009,1,1,"Mundaring Arts Centre, Mundaring, Western Australia",Australia,Western Australia,,6073,4da1caa1b538b73d93026e37,"Mundaring Arts Centre, Mundaring, WA",place,place,-31.9014641,116.165723,"""Troy Bennell""",4da1caa1b538b73d93026e38,,,,
2007,1,1,2007,1,1,"Gorepani Art Gallery, Albany, Western Australia",Australia,Western Australia,Albany,6330,4da1c922b538b73d93026983,"Gorepani Art Gallery, Albany, WA",place,place,-35.0238227,117.8847286,"""Troy Bennell""",4da1caa2b538b73d93026e3c,,,,
2004,1,1,2004,1,1,"Moores Building Contemporary Art Gallery, Fremantle, Western Australia",Australia,Western Australia,Fremantle,6959,4da1caa2b538b73d93026e39,"Moores Building Contemporary Art Gallery, Fremantle, WA",place,place,-32.0560399,115.7471797,"""Troy Bennell""",4da1caa2b538b73d93026e3a,,,,
2008,1,1,2008,1,1,"Samuel Dorsky Museum of Art, New York, United States",United States,New York,New York,13634,4da1c922b538b73d93026988,"Samuel Dorsky Museum of Art, New York, US",place,place,43.9925897,-76.0210424,"""Troy Bennell""",4da1c922b538b73d93026989,,,,
2007,1,1,2007,1,1,"Mullalyup Gallery, Mullalyup, Western Australia",Australia,Western Australia,,Unknown,4da1caa2b538b73d93026e3d,"Mullalyup Gallery, Mullalyup, WA",place,place,-33.7462819,115.9484129,"""Troy Bennell""",4da1caa2b538b73d93026e3e,,,,
