,0,1,2,3,Year
1,/prizes/archibald/1995/19571/,Judy Cassab,Charles Blackman,,1995
2,/prizes/archibald/1995/15396/,Kevin Connor,Self-portrait,,1995
3,/prizes/archibald/1995/15452/,Fred Cress,Self-portrait,,1995
4,/prizes/archibald/1995/15642/,John Dent,Portrait of Michael Blanche,,1995
5,/prizes/archibald/1995/19703/,John Edwards,"Me, myself, I 1995",,1995
6,/prizes/archibald/1995/16001/,Joe Furlonger,Self-portrait,,1995
7,/prizes/archibald/1995/19596/,George Gittoes,General John Sanderson in Cambodia,,1995
8,/prizes/archibald/1995/19602/,Robert Hannaford,Jarinyanu David Downs,,1995
9,/prizes/archibald/1995/16324/,Robert Hannaford,Self-portrait,,1995
10,/prizes/archibald/1995/19605/,Nicholas Harding,Portrait of Rex Irwin,,1995
11,/prizes/archibald/1995/16731/,Ken Johnson,Edward Gilly,,1995
12,/prizes/archibald/1995/19620/,Bill Leak,Graham Richardson,,1995
13,/prizes/archibald/1995/17072/,Kerrie Lester,A man and his music: Peter Weiss and the Australia Chamber Orchestra,Highly commended,1995
14,/prizes/archibald/1995/19632/,David Naseby,Les Murray,,1995
15,/prizes/archibald/1995/17830/,Judith O'Conal,Amanda Garrett,,1995
16,/prizes/archibald/1995/19637/,Josonia Palaitis,Bill Leak,Winner: People's Choice 1995,1995
17,/prizes/archibald/1995/19640/,Robert Pengilley,Maggie Shepherd at home,,1995
18,/prizes/archibald/1995/19647/,William Robinson,Self-portrait with stunned mullet,Winner: Archibald Prize 1995,1995
19,/prizes/archibald/1995/19648/,Jenny Sages,"Gene Sherman with family, after Tillers, after Freud, after Watteau",Highly commended,1995
20,/prizes/archibald/1995/19654/,Wendy Sharpe,Self-portrait (artist menaced by cupids),,1995
21,/prizes/archibald/1995/18542/,Jiawei Shen,The artist couple: M Huang and F Yu,,1995
22,/prizes/archibald/1995/18784/,Eric John Smith,Hendrik Kolenberg,,1995
23,/prizes/archibald/1995/19667/,Ian Smith,Ray Hughes ignoring a Sydney view,,1995
24,/prizes/archibald/1995/27815/,Rosemary Valadon,"Power, knowledge, passion – portrait of Blanche D’Alpuget",,1995
25,/prizes/archibald/1995/19165/,Wes Walters,Leo Schofield,,1995
26,/prizes/archibald/1995/19679/,Bryan Westwood,Self-portrait with memories,,1995
27,/prizes/archibald/1995/19517/,Salvatore Zofrea,The brother-in-law,,1995
0,,Davida Allen,Anne Purves in purple,,1996
1,/prizes/archibald/1996/19545/,Rick Amor,Portrait of Paul Boston,,1996
2,,Judy Cassab,Robert Juniper,,1996
3,,Kordelya Zhansui Chi,Hon Ms Jan Wade MP,,1996
4,,Kordelya Zhansui Chi,'Wrap time' portrait of John Ruane,,1996
5,/prizes/archibald/1996/15265/,Peter Churcher,Betty at home (Betty Churcher),,1996
6,,Kevin Connor,Self-portrait in the Louvre food hall,,1996
7,,Graeme Davis,Chris Mann reading murder mysteries with pink curtain,,1996
8,,Geoffrey Dyer,Claudio Alcorso,,1996
9,,Joe Furlonger,Dr Harold Schenberg,,1996
10,,Francis Giacco,Family self-portrait,,1996
11,/prizes/archibald/1996/16325/,Robert Hannaford,Self-portrait,(Winner: People's Choice 1996),1996
12,,Robert Hannaford,Cheryl Hurst,,1996
13,/prizes/archibald/1996/16342/,Nicholas Harding,Portrait of Barry O'Keefe,,1996
14,/prizes/archibald/1996/16695/,Paul Jackson,Self and Tui,,1996
15,/prizes/archibald/1996/17073/,Kerrie Lester,James Morrison with flugelhorn,,1996
16,,Jocelyn Maughan,"Paul Ashton Delprat, artist",,1996
17,,Lewis Miller,Portrait of Allan Mitelman,,1996
18,/prizes/archibald/1996/19635/,Paul Newton,John Laws,(Winner: Packing Room Prize 1996),1996
19,/prizes/archibald/1996/19638/,Josonia Palaitis,Ray Martin,,1996
20,/prizes/archibald/1996/18451/,Jenny Sages,Paul Cox,,1996
21,/prizes/archibald/1996/19655/,Wendy Sharpe,Self-portrait as Diana of Erskineville,(Winner: Archibald Prize 1996),1996
22,,Garry Shead,Jacqueline McKenzie,,1996
23,/prizes/archibald/1996/19656/,Jiawei Shen,Self-portrait with GE (Chinese) Morrison,,1996
24,,Andrew Sibley,Mary-Lou Jelbart in the park,,1996
25,,Eric John Smith,Robert Walker,,1996
26,/prizes/archibald/1996/19103/,Rosemary Valadon,Deborah Conway - in epic mode,,1996
27,/prizes/archibald/1996/19111/,David Van Nunen,Portrait of the artist with Fauve,,1996
28,,Wes Walters,Gary Emery,,1996
29,/prizes/archibald/1996/19677/,Guy Warren,Portrait of the artist as a young man,,1996
30,/prizes/archibald/1996/19689/,Margaret Woodward,"Self-portrait as Sarah Wisse, transported",,1996
31,,Salvatore Zofrea,Dr Franco Belgiorno-Nettis,,1996
0,/prizes/archibald/1997/19546/,Rick Amor,"Peter Carey at the VACB Studio, Soho, New York",,1997
1,/prizes/archibald/1997/15136/,Tom Carment,Roger McDonald at work,,1997
2,,Judy Cassab,Elwyn Lynn,,1997
3,/prizes/archibald/1997/15266/,Peter Churcher,"Portrait of John S Levi, first Australian-born rabbi",,1997
4,,Fred Cress,David Williamson,,1997
5,,Adam Cullen,Portrait of Mikey Robins,,1997
6,/prizes/archibald/1997/15476/,Elisabeth Cummings,Jean Appleton,,1997
7,,Merilyn Fairskye,Jackie 2,,1997
8,,Joe Furlonger,Self-portrait with model,,1997
9,,George Gittoes,John Olsen,,1997
10,,Robert Hannaford,Paul Davies,,1997
11,,Nicholas Harding,Portrait of Kevin Connor,,1997
12,/prizes/archibald/1997/17020/,Bill Leak,Tex (Perkins),(Winner: Packing Room Prize 1997),1997
13,/prizes/archibald/1997/17074/,Kerrie Lester,Janet Vernon in reflection,,1997
14,/prizes/archibald/1997/17172/,Mathew Lynn,Jeanne Ryckmans,"(Winner: People's Choice 1997
Highly commended)",1997
15,,Jocelyn Maughan,Dr John Yu,,1997
16,,Lewis Miller,Portrait of Allan Mitelman II,,1997
17,,Henry Mulholland,Dr Peter Elliott,,1997
18,/prizes/archibald/1997/17779/,Paul Newton,Kate and Barbie (a portrait of Kate Fischer),,1997
19,,Rodney Pople,(Galbraith),,1997
20,/prizes/archibald/1997/18452/,Jenny Sages,Greg Weight making a portrait of Tom Bass,,1997
21,,Timothy Schultz,Odalisque - portrait of Wendy Sharpe,,1997
22,,Martin Sharp,"Tiny Tim, eternal troubadour",,1997
23,,Garry Shead,Carpe(t) Diem - Adam Rish,,1997
24,/prizes/archibald/1997/18543/,Jiawei Shen,Seven self-portraits,(Highly commended),1997
25,,Kim Spooner,(Barrie Kosky) Expecting each moment to be his next,,1997
26,/prizes/archibald/1997/18915/,Nigel Thomson,Barbara Blackman,(Winner: Archibald Prize 1997),1997
27,,Imants Tillers,Portrait of a chancellor (UTS),,1997
28,,Greg Warburton,Genni Batterham OAM,,1997
29,,Dick Watkins,Des O'Brien,,1997
30,,Salvatore Zofrea,Summer of the seventeenth doll opera,,1997
0,/prizes/archibald/1998/14526/,Rick Amor,Portrait of Bruce Pollard,,1998
1,/prizes/archibald/1998/14766/,Danelle Bergstrom,JF-S transposition,,1998
2,/prizes/archibald/1998/14847/,Steve Bowden,Images in the mirror,,1998
3,/prizes/archibald/1998/14901/,Warren Breninger,Self-portrait - January 1998,,1998
4,/prizes/archibald/1998/15245/,Judy Cassab,John Wolseley,,1998
5,/prizes/archibald/1998/15280/,Robert Clinch,Sir William Dargie,,1998
6,/prizes/archibald/1998/15398/,Kevin Connor,"Portrait of Jan Senbergs, painter",,1998
7,/prizes/archibald/1998/15471/,Adam Cullen,Portrait of Frank Moorhouse AM,,1998
8,/prizes/archibald/1998/15566/,Paula Dawson,Sleeping man,,1998
9,/prizes/archibald/1998/15963/,Graham Fransella,Self-portrait,,1998
10,/prizes/archibald/1998/19592/,Joe Furlonger,Self-portrait - artist painting landscape,,1998
11,/prizes/archibald/1998/16328/,Robert Hannaford,Paul Keating,,1998
12,/prizes/archibald/1998/16329/,Robert Hannaford,Rolf Prince,Winner: People's Choice 1998,1998
13,/prizes/archibald/1998/16344/,Nicholas Harding,Margaret Olley 1998,Highly commended,1998
14,/prizes/archibald/1998/16595/,He Huang,Artist Daniel H Kojta,,1998
15,/prizes/archibald/1998/17021/,Bill Leak,Gough Whitlam,,1998
16,/prizes/archibald/1998/17075/,Kerrie Lester,Self-portrait as a bridesmaid,Winner: Packing Room Prize 1998,1998
17,/prizes/archibald/1998/17173/,Mathew Lynn,Guan Wei,Highly commended,1998
18,/prizes/archibald/1998/17550/,Lewis Miller,Portrait of Allan Mitelman no 3,Winner: Archibald Prize 1998,1998
19,/prizes/archibald/1998/17648/,Henry Mulholland,Peter Shortland and Vince,,1998
20,/prizes/archibald/1998/19633/,David Naseby,Les Murray,,1998
21,/prizes/archibald/1998/17791/,Angus Nivison,Portrait of Chandler Coventry,,1998
22,/prizes/archibald/1998/17938/,John Peart,Margaret Tuckson,,1998
23,/prizes/archibald/1998/18453/,Jenny Sages,Nobody's daughter - Meme Thorne,,1998
24,/prizes/archibald/1998/18544/,Jiawei Shen,Eyewitness (portrait of George Gittoes AM),,1998
25,/prizes/archibald/1998/19104/,Rosemary Valadon,The dove and the cross - portrait of Rev Rod Pattenden,,1998
26,/prizes/archibald/1998/19197/,Dick Watkins,Rollin Schlicht,,1998
27,/prizes/archibald/1998/19243/,Bryan Westwood,Donald Horne AO,,1998
28,/prizes/archibald/1998/19520/,Salvatore Zofrea,Ken Borda,,1998
0,/prizes/archibald/1999/14527/,Rick Amor,Studio self-portrait,,1999
1,/prizes/archibald/1999/14558/,Bruce Armstrong,Spook San (Gary James),,1999
2,/prizes/archibald/1999/14691/,Li ‘David’ Baohua,Francis Giacco,,1999
3,/prizes/archibald/1999/14765/,Krista Berga,Portrait of Paul Milliss,,1999
4,/prizes/archibald/1999/19564/,David Bromley,Scott Hicks,,1999
5,/prizes/archibald/1999/15137/,Tom Carment,James Scanlon,,1999
6,/prizes/archibald/1999/27837/,Deny Christian,Garry McDonald ,"Winner: Packing Room Prize 1999
not selected as an Archibald finalist by trustees",1999
7,/prizes/archibald/1999/15267/,Peter Churcher,John and Tikki,,1999
8,/prizes/archibald/1999/15472/,Adam Cullen,Max Cullen,Highly commended,1999
9,/prizes/archibald/1999/15749/,Geoffrey Dyer,Margaret Scott,,1999
10,/prizes/archibald/1999/15964/,Graham Fransella,Self-portrait,,1999
11,/prizes/archibald/1999/19593/,Joe Furlonger,Self-portrait with Chinese figure,,1999
12,/prizes/archibald/1999/16045/,James P Gilmour,Simon Johnson PQF,,1999
13,/prizes/archibald/1999/16330/,Robert Hannaford,Robert Dessaix (in my studio),,1999
14,/prizes/archibald/1999/16345/,Nicholas Harding,Portrait of Margaret Olley,,1999
15,/prizes/archibald/1999/27775/,Amanda King,Natasha Stott-Despoja,,1999
16,/prizes/archibald/1999/17022/,Bill Leak,Sinclair Hill,,1999
17,/prizes/archibald/1999/17076/,Kerrie Lester,Jimmy Barnes,,1999
18,/prizes/archibald/1999/17149/,Keith Looby,Paddy McGuinness,,1999
19,/prizes/archibald/1999/17174/,Mathew Lynn,Lucinda Moon,,1999
20,/prizes/archibald/1999/17441/,Carolyn McKay Creecy,Nigel Thomson,,1999
21,/prizes/archibald/1999/17203/,Euan Macleod,Self-portrait/head like a hole,Winner: Archibald Prize 1999,1999
22,/prizes/archibald/1999/17551/,Lewis Miller,Poppy King,,1999
23,/prizes/archibald/1999/17649/,Henry Mulholland,Darren Knight,,1999
24,/prizes/archibald/1999/17693/,David Naseby,Bob Ellis,,1999
25,/prizes/archibald/1999/17780/,Paul Newton,Portrait of Maggie Tabberer,,1999
26,/prizes/archibald/1999/17939/,John Peart,Elisabeth Cummings,,1999
27,/prizes/archibald/1999/18071/,Evert Ploeg,Deborah Mailman,Winner: People's Choice 1999,1999
28,/prizes/archibald/1999/18274/,Sally Robinson,Tony Tan,,1999
29,/prizes/archibald/1999/18454/,Jenny Sages,Meryl Tankard,,1999
30,/prizes/archibald/1999/18545/,Jiawei Shen,William Yang,,1999
31,/prizes/archibald/1999/18568/,Patrick Shirvington,Charles Blackman (secret of the golden flower),,1999
32,/prizes/archibald/1999/19521/,Salvatore Zofrea,James Strong,,1999
0,/prizes/archibald/2000/24164/,Chris Antico,The captain: Mark Taylor,,2000
1,/prizes/archibald/2000/14756/,Michael Bell,The Sandman,,2000
2,/prizes/archibald/2000/24165/,Simon Benz,Anna Wilson,,2000
3,/prizes/archibald/2000/14764/,Melissa Beowulf,Ken Done,,2000
4,/prizes/archibald/2000/24166/,David Bromley,Strongest man of the games,,2000
5,/prizes/archibald/2000/24167/,Tom Carment,"Don Idle, footballer",,2000
6,/prizes/archibald/2000/15138/,Tom Carment,Presbyterian self-portrait,,2000
7,/prizes/archibald/2000/15473/,Adam Cullen,Portrait of David Wenham,Winner: Archibald Prize 2000,2000
8,/prizes/archibald/2000/24168/,Adam Cullen,Portrait of Mark Occhilupo,,2000
9,/prizes/archibald/2000/15474/,Max Cullen,Geoffrey Rush,,2000
10,/prizes/archibald/2000/15477/,Elisabeth Cummings,May Barrie,,2000
11,/prizes/archibald/2000/15750/,Geoffrey Dyer,Christopher Koch,,2000
12,/prizes/archibald/2000/15864/,Esther Erlich,Never been better,Winner: People's Choice 2000,2000
13,/prizes/archibald/2000/15894/,David Fairbairn,Portrait of Victoria Hahn,,2000
14,/prizes/archibald/2000/24169/,Nic Fern,Vicki Wilson,,2000
15,/prizes/archibald/2000/15960/,Julie Fragar,"Self-portrait with the artist: Julie Fragar, Chuck Close and security",,2000
16,/prizes/archibald/2000/16346/,Nicholas Harding,Portrait of John Bell,,2000
17,/prizes/archibald/2000/24170/,Juliet Holmes a Court,Portrait of George,,2000
18,/prizes/archibald/2000/16624/,Colin Husband,Paul Bennett,,2000
19,/prizes/archibald/2000/24171/,Glenda Jones,Nova Peris-Kneebone,,2000
20,/prizes/archibald/2000/16983/,Robin Lawrence,Andrea Durbach,,2000
21,/prizes/archibald/2000/17023/,Bill Leak,'Are you with me': portrait of Sir Les Patterson,Winner: Packing Room Prize 2000,2000
22,/prizes/archibald/2000/24172/,Kerrie Lester,"Susie Maroney, True Blue Sue",,2000
23,/prizes/archibald/2000/17085/,Barbara Licha,Smile,,2000
24,/prizes/archibald/2000/17150/,Keith Looby,Anne Summers,,2000
25,/prizes/archibald/2000/17175/,Mathew Lynn,Dr John Yu,,2000
26,/prizes/archibald/2000/24173/,Lewis Miller,Ronald Dale Barassi,Winner: Daily Telegraph Sporting Portrait Prize 2000,2000
27,/prizes/archibald/2000/17552/,Lewis Miller,Self-portrait,,2000
28,/prizes/archibald/2000/24174/,Ann Morton,Edwin Carr ‘Old Gold’,,2000
29,/prizes/archibald/2000/17650/,Henry Mulholland,Padriac P McGuinness,,2000
30,/prizes/archibald/2000/24175/,David Naseby,Kostya Tszyu,,2000
31,/prizes/archibald/2000/24176/,Paul Newton,Portrait of David Campese,,2000
32,/prizes/archibald/2000/24177/,Evert Ploeg,Louise Sauvage,,2000
33,/prizes/archibald/2000/18455/,Jenny Sages,Each morning when I wake up I put on my mother's face,Highly commended,2000
34,/prizes/archibald/2000/18537/,Garry Shead,Sasha Grishin,Highly commended,2000
35,/prizes/archibald/2000/24178/,Andrew Sibley,Merilyn Peddell,,2000
36,/prizes/archibald/2000/19668/,Ian Smith,Ray Hughes getting his desserts,,2000
37,/prizes/archibald/2000/18787/,Michael Snape,Stephen Mori,,2000
38,/prizes/archibald/2000/18798/,Kim Spooner,'blue' (Kerry O'Brien),,2000
39,/prizes/archibald/2000/18804/,Anne Spudvilas,Leigh Hobbs,,2000
40,/prizes/archibald/2000/18916/,Ann Thomson,Portrait of the artist as a painting,,2000
41,/prizes/archibald/2000/19098/,Branca Uzur,Paul Byrnes,,2000
42,/prizes/archibald/2000/19150/,John R Walker,William Wright,,2000
43,/prizes/archibald/2000/24179/,Peter Wegner,Portrait of Darren Gauci,,2000
44,/prizes/archibald/2000/19231/,Peter Wegner,Portrait of Professor Graeme Clark,,2000
45,/prizes/archibald/2000/24180/,Jan Williamson,Tom Carroll,,2000
46,/prizes/archibald/2000/24181/,Louise Wood,Determination – Michael Klim,,2000
47,/prizes/archibald/2000/24182/,Huihai Xie,Jonny Raper – a living legend,,2000
0,/prizes/archibald/2001/14559/,Bruce Armstrong,Peter Carey in Kelly country,,2001
1,/prizes/archibald/2001/14757/,Michael Bell,"Kingo and Boofhead, Lavendar Bay",,2001
2,/prizes/archibald/2001/19558/,Danelle Bergstrom,The portrait and the painter (John Firth-Smith),,2001
3,/prizes/archibald/2001/19694/,David Bromley,Long Tom,,2001
4,/prizes/archibald/2001/15064/,Guo Hua Cai,Lee Lin Chin,,2001
5,/prizes/archibald/2001/15139/,Tom Carment,John Gaden - summer portrait,,2001
6,/prizes/archibald/2001/19578/,Brendon Ross Darby,Ian Parmenter,,2001
7,/prizes/archibald/2001/19581/,Julie Dowling,Sister girl - Carol Dowling,,2001
8,/prizes/archibald/2001/15751/,Geoffrey Dyer,"The director, John Clark",,2001
9,/prizes/archibald/2001/19586/,Martine Emdur,Laughing on the inside,,2001
10,/prizes/archibald/2001/15898/,Paul Fairweather,"Exhibitors of exuberance, Mostyn Bramley-Moore: a tribute to Michael Milburn",,2001
11,/prizes/archibald/2001/19594/,Margarita Georgiadis,Excelle - Libbi Gorr,,2001
12,/prizes/archibald/2001/19603/,Robert Hannaford,Richard Maurovic,,2001
13,/prizes/archibald/2001/16347/,Nicholas Harding,John Bell as King Lear,Winner: Archibald Prize 2001,2001
14,/prizes/archibald/2001/19611/,Cherry Hood,Matthys,,2001
15,/prizes/archibald/2001/19621/,Bill Leak,Robert Hughes - nothing if not critical,,2001
16,/prizes/archibald/2001/19622/,Kerrie Lester,Contemplating the emperor's new clothes,,2001
17,/prizes/archibald/2001/17176/,Mathew Lynn,Hetti Perkins,,2001
18,/prizes/archibald/2001/19629/,Lewis Miller,Self-portrait,,2001
19,/prizes/archibald/2001/17651/,Henry Mulholland,Michael Snape,,2001
20,/prizes/archibald/2001/19634/,David Naseby,A blackguard rehearsing – Max Cullen,,2001
21,/prizes/archibald/2001/17781/,Paul Newton,Roy and HG (John Doyle and Greig Pickhaver),"Winner: People's Choice 2001
Winner: Packing Room Prize 2001",2001
22,/prizes/archibald/2001/18088/,Rodney Pople,Head study - Richard Goodwin,,2001
23,/prizes/archibald/2001/18275/,Sally Robinson,Antony Walker,,2001
24,/prizes/archibald/2001/19649/,Jenny Sages,Jackie and Kerryn,Highly commended,2001
25,/prizes/archibald/2001/19669/,Michael Snape,Paul Hopmeier and Ron Robertson-Swann,,2001
26,/prizes/archibald/2001/18799/,Kim Spooner,and see the light surrounding you (Daniel Johns),,2001
27,/prizes/archibald/2001/19099/,Branca Uzur,Tetsuya Wakuda,,2001
28,/prizes/archibald/2001/19151/,John R Walker,Portrait of Tony Bilson,,2001
29,/prizes/archibald/2001/19171/,Greg Warburton,The public defender - portrait of John Nicholson SC,,2001
30,/prizes/archibald/2001/19678/,Dick Watkins,Adam Cullen,,2001
0,/prizes/archibald/2002/14560/,Bruce Armstrong,Stuart Purves,,2002
1,/prizes/archibald/2002/14908/,David Bromley,Charles Blackman,,2002
2,/prizes/archibald/2002/15140/,Tom Carment,Richard Neville,,2002
3,/prizes/archibald/2002/15268/,Peter Churcher,Monique,,2002
4,/prizes/archibald/2002/15475/,Adam Cullen,Mark Brandon Read - author,,2002
5,/prizes/archibald/2002/15698/,Julie Dowling,Henry,,2002
6,/prizes/archibald/2002/15752/,Geoffrey Dyer,"The last survivor, Alec Campbell",,2002
7,/prizes/archibald/2002/15865/,Esther Erlich,Deborah Conway,,2002
8,/prizes/archibald/2002/15872/,Neil Evans,Reflective self-portrait,,2002
9,/prizes/archibald/2002/15895/,David Fairbairn,"Dottore Vincenzo Blefari - mascherato, Dottore Vincenzo Blefari - smascherato",,2002
10,/prizes/archibald/2002/15959/,Garry Foye,Portrait of Dr Henry Stenning,,2002
11,/prizes/archibald/2002/16331/,Robert Hannaford,Lynda Syddick Napaltjarri,,2002
12,/prizes/archibald/2002/16348/,Nicholas Harding,Rusty Peters,,2002
13,/prizes/archibald/2002/16359/,Brent Harris,Leo Schofield,,2002
14,/prizes/archibald/2002/16581/,Cherry Hood,Simon Tedeschi unplugged,Winner: Archibald Prize 2002,2002
15,/prizes/archibald/2002/16621/,James Hunt,Bora,,2002
16,/prizes/archibald/2002/17034/,Lindy Lee,Roslyn Oxley,,2002
17,/prizes/archibald/2002/17077/,Kerrie Lester,Interrupting Mr Smart!,,2002
18,/prizes/archibald/2002/17177/,Mathew Lynn,Anna Volska,,2002
19,/prizes/archibald/2002/17553/,Lewis Miller,Portrait of Stephen Feneley,,2002
20,/prizes/archibald/2002/17782/,Paul Newton,Portrait of Fred Street AM,,2002
21,/prizes/archibald/2002/17792/,Angus Nivison,"Annie Lewis, September 2001",,2002
22,/prizes/archibald/2002/17823/,Stephen Nothling,Self-portrait thinking about painting a portrait of Eva Breuer to enter into the Archibald Prize,,2002
23,/prizes/archibald/2002/17833/,Carmel O'Connor,Portrait of Professor Bernard Smith,,2002
24,/prizes/archibald/2002/18070/,Mary Pinnock,Martin Sharp,,2002
25,/prizes/archibald/2002/18421/,Paul Ryan,"Richard, arms folded",,2002
26,/prizes/archibald/2002/18456/,Jenny Sages,Ros and Joe,,2002
27,/prizes/archibald/2002/18546/,Jiawei Shen,The lady from Shanghai (Jenny Sages),,2002
28,/prizes/archibald/2002/19137/,Paul Thomas Vrondidis,Painting pears,,2002
29,/prizes/archibald/2002/19198/,Dick Watkins,David Moore,,2002
30,/prizes/archibald/2002/19320/,Jan Williamson,Jenny Morris - singer/songwriter,"Winner: People's Choice 2002
Winner: Packing Room Prize 2002",2002
0,/prizes/archibald/2003/22970/,Davida Allen,"Philip Bacon, art dealer, reading a letter from Barry Humphries",,2003
1,/prizes/archibald/2003/22971/,Rick Amor,Portrait of Lewis Miller,,2003
2,/prizes/archibald/2003/22972/,Danelle Bergstrom,Conversation with Margaret Olley,,2003
3,/prizes/archibald/2003/22973/,Warren Breninger,Self-portrait,,2003
4,/prizes/archibald/2003/22974/,Peter Churcher,Loti and Victor Smorgon,,2003
5,/prizes/archibald/2003/22975/,Kevin Connor,Self-portrait,,2003
6,/prizes/archibald/2003/22976/,Adam Cullen,Jimmy Little,,2003
7,/prizes/archibald/2003/22977/,Lucy Culliton,Self with subject (cock),,2003
8,/prizes/archibald/2003/22978/,Geoffrey Dyer,Richard Flanagan,Winner: Archibald Prize 2003,2003
9,/prizes/archibald/2003/22979/,Martine Emdur,"Claudia Karvan, interior",,2003
10,/prizes/archibald/2003/22980/,David Fairbairn,Auto portrait DF,,2003
11,/prizes/archibald/2003/22981/,Julie Fragar,J Lucy in quinachridone magenta,,2003
12,/prizes/archibald/2003/22982/,Robert Hannaford,Rabbi Apple,,2003
13,/prizes/archibald/2003/22983/,Nicholas Harding,Portrait of Margaret Whitlam AO,,2003
14,/prizes/archibald/2003/22984/,Ray Lawrence,Self,,2003
15,/prizes/archibald/2003/22985/,Mathew Lynn,Hetti Perkins,,2003
16,/prizes/archibald/2003/22986/,Lewis Miller,Hazel,,2003
17,/prizes/archibald/2003/22987/,Henry Mulholland,Dr Peter Elliott at home,,2003
18,/prizes/archibald/2003/22988/,David Naseby,Adam Cullen,,2003
19,/prizes/archibald/2003/22989/,Paul Procèe,PCD 2K03 (from the Faces series),,2003
20,/prizes/archibald/2003/22990/,Jenny Sages,True stories – Helen Garner,Highly commended,2003
21,/prizes/archibald/2003/22991/,Ian Smith,Ray Hughes having pre-dinner drinks with Ambroise Vollard and Daniel-Henri Kahnweiler,,2003
22,/prizes/archibald/2003/22992/,Nick Stathopoulos,Here's Mr Squiggle,,2003
23,/prizes/archibald/2003/22993/,Andrew Sullivan,The forgotten soldier,,2003
24,/prizes/archibald/2003/22994/,Branca Uzur,Sandra Levy,,2003
25,/prizes/archibald/2003/22995/,Ilya Volykhine,Coffee with Ken Unsworth,,2003
26,/prizes/archibald/2003/22996/,John R Walker,John Wolseley,,2003
27,/prizes/archibald/2003/22997/,Greg Warburton,Self-portrait in Da Vinci t-shirt,,2003
28,/prizes/archibald/2003/22998/,Jan Williamson,Rachel Ward,Winner: Packing Room Prize 2003,2003
29,/prizes/archibald/2003/22999/,Susan Wyatt,Doris Pilkington (Nugi Garimarra),,2003
30,/prizes/archibald/2003/23000/,Huihai Xie,Bannerman,,2003
31,/prizes/archibald/2003/23001/,Dalu Zhao,‘Lao Fei’ Stephen Fitzgerald,Winner: People's Choice 2003,2003
0,/prizes/archibald/2004/27915/,Richard Bell,'I am not sorry',,2004
1,/prizes/archibald/2004/27916/,Jason Benjamin,Bread and circuses,,2004
2,/prizes/archibald/2004/27917/,Danelle Bergstrom,Franco Belgiorno-Nettis - 'larger than life',Highly Commended,2004
3,/prizes/archibald/2004/27918/,David Bromley,McLean & friends,,2004
4,/prizes/archibald/2004/27919/,Ann Cape,Figure within the landscape: Guy Warren,,2004
5,/prizes/archibald/2004/27920/,Tom Carment,Euan Macleod,,2004
6,/prizes/archibald/2004/27921/,Kevin Connor,Paul Connor - architect,,2004
7,/prizes/archibald/2004/27922/,Michael James Conole,Ricky Swallow 2004,,2004
8,/prizes/archibald/2004/27923/,Adam Cullen,Margaret Throsby,,2004
9,/prizes/archibald/2004/27924/,Brian Dunlop,Brian Kenna: imagines Urfa,,2004
10,/prizes/archibald/2004/27925/,Gillian Dunlop,Lucy Culliton,,2004
11,/prizes/archibald/2004/27926/,Geoffrey Dyer,Graeme Murphy,,2004
12,/prizes/archibald/2004/27927/,McLean Edwards,Martin Browne art dealer,,2004
13,/prizes/archibald/2004/27928/,Joe Furlonger,"Peter Hallinan, tribal arts dealer (retired) and mountain bike racer",,2004
14,/prizes/archibald/2004/27929/,Robert Hannaford,Self-portrait,,2004
15,/prizes/archibald/2004/27930/,Nicholas Harding,Studio visit: Rusty drops by with Blade & Tony 2002-04,,2004
16,/prizes/archibald/2004/27931/,Paul Jackson,Self-portrait with last Huia,,2004
17,/prizes/archibald/2004/27932/,Peter Clifton Kendall,Peter Brock,,2004
18,/prizes/archibald/2004/27933/,Kerrie Lester,"Garry Shead, Freckles and Max",,2004
19,/prizes/archibald/2004/27934/,Mathew Lynn,Pat O'Shane,,2004
20,/prizes/archibald/2004/27936/,Carolyn McKay Creecy,Bruce Spence,,2004
21,/prizes/archibald/2004/27935/,Gabrielle Martin,Tony Clark with Jasperware (landscape),,2004
22,/prizes/archibald/2004/27937/,Lewis Miller,Self-portrait III,,2004
23,/prizes/archibald/2004/27938/,Henry Mulholland,Nick Meyers,,2004
24,/prizes/archibald/2004/27939/,Paul Newton,Self-portrait,,2004
25,/prizes/archibald/2004/27940/,David Paulson,"Richard Bell, 'I am not sorry'",,2004
26,/prizes/archibald/2004/27941/,Evert Ploeg,Jana Wendt,Winner: Packing Room Prize 2004,2004
27,/prizes/archibald/2004/27942/,Rodney Pople,Self-portrait after Henry Raeburn,,2004
28,/prizes/archibald/2004/27943/,Paul Procèe,Tim Hall (from the Faces series),,2004
29,/prizes/archibald/2004/27944/,Ben Quilty,Whytie,,2004
30,/prizes/archibald/2004/27945/,Craig Ruddy,"David Gulpilil, two worlds","Winner: Archibald Prize 2004
Winner: People's Choice 2004",2004
31,/prizes/archibald/2004/27946/,Paul Ryan,"Self-portrait, Bulli Beach",,2004
32,/prizes/archibald/2004/27947/,Jenny Sages,Seeing the lights - Anthony Hopkins artist,,2004
33,/prizes/archibald/2004/27948/,Jiawei Shen,Tom Hughes,,2004
34,/prizes/archibald/2004/27949/,Pam Tippett,Self-portrait,,2004
35,/prizes/archibald/2004/27950/,Henry Van den Wildenberg,The storyteller - Mem Fox,,2004
36,/prizes/archibald/2004/27951/,Peter Wegner,Portrait of Jacques Reymond,,2004
